input1	input2	input3	label
h	n	lbqpnwtsmjzfk	lbqpnhwtsmjzfk
d	j	fjhm	fjdhm
w	f	gcmfjlwrkbs	gcmfwjlwrkbs
b	l	wrsbxnlm	wrsbxnlbm
h	c	nscgf	nschgf
v	h	tmhbwpd	tmhvbwpd
r	g	grhcn	grrhcn
l	n	nhwtdrgvbfm	nlhwtdrgvbfm
k	w	ntw	ntwk
c	j	gtljx	gtljcx
s	h	xktdjhz	xktdjhsz
i	g	cgfp	cgifp
q	f	lpdkxvfz	lpdkxvfqz
p	v	pvck	pvpck
k	t	gxctqjszm	gxctkqjszm
f	c	qnzghcdsw	qnzghcfdsw
r	z	klhxzf	klhxzrf
p	v	gbwvrs	gbwvprs
r	f	svbzmdkftghp	svbzmdkfrtghp
z	r	dltrgswknp	dltrzgswknp
k	f	fvth	fkvth
g	z	zxgpv	zgxgpv
y	x	zxwdmsr	zxywdmsr
m	x	vwrzxlg	vwrzxmlg
y	k	jcxwzpkf	jcxwzpkyf
v	d	cmxd	cmxdv
f	p	jpcqfnl	jpfcqfnl
s	n	gnxz	gnsxz
f	k	kwqthj	kfwqthj
c	h	nbwhtgvx	nbwhctgvx
g	g	gbs	ggbs
c	g	lrnghd	lrngchd
r	h	qrzhkd	qrzhrkd
d	b	wclvbsmzrngkj	wclvbdsmzrngkj
c	m	mrjztvdpqlf	mcrjztvdpqlf
m	l	xwhrkgclsjn	xwhrkgclmsjn
p	g	gkl	gpkl
r	z	rwmzxgcjnq	rwmzrxgcjnq
h	l	dlvcmt	dlhvcmt
m	f	twlbvxzhf	twlbvxzhfm
c	x	wqskljxrhmd	wqskljxcrhmd
t	f	lvfrqdzxbc	lvftrqdzxbc
o	z	rsblvhzd	rsblvhzod
i	c	dxkpfc	dxkpfci
q	j	xkdfczlwjv	xkdfczlwjqv
o	q	kdhtqc	kdhtqoc
e	p	prcnhf	percnhf
d	s	sprzgknh	sdprzgknh
n	q	qglkp	qnglkp
p	r	xsrfbhqln	xsrpfbhqln
n	j	bknj	bknjn
d	l	xlvznj	xldvznj
l	m	rmtxz	rmltxz
d	k	kcmbnhzlv	kdcmbnhzlv
a	w	mwncfdqxrsth	mwancfdqxrsth
s	t	lhdt	lhdts
v	v	jmv	jmvv
d	q	qkrlmh	qdkrlmh
y	r	bdprfwjc	bdpryfwjc
x	h	rpjlhzbgw	rpjlhxzbgw
m	h	jzhgsbfkmldq	jzhmgsbfkmldq
a	l	dblgrs	dblagrs
r	s	tgbsmjld	tgbsrmjld
t	j	rjfvgbkhpc	rjtfvgbkhpc
s	t	tgbz	tsgbz
m	x	qxpzhctsk	qxmpzhctsk
m	f	pxnwmdlbgqf	pxnwmdlbgqfm
m	b	jnwtkbs	jnwtkbms
u	g	hgfntp	hgufntp
n	r	rbqltkmvx	rnbqltkmvx
y	l	zdvjbxls	zdvjbxlys
v	l	vjhl	vjhlv
n	q	njqwxbrdg	njqnwxbrdg
w	d	fqpd	fqpdw
a	z	txrhjzpnqs	txrhjzapnqs
y	m	qdhglm	qdhglmy
m	f	fxdhr	fmxdhr
o	f	xnqfds	xnqfods
h	r	jrvsmwz	jrhvsmwz
j	l	mgklzqd	mgkljzqd
t	t	mtpdj	mttpdj
l	b	cwkb	cwkbl
b	m	xkljbcm	xkljbcmb
i	z	qbrxszkm	qbrxszikm
v	b	vdkpnbgj	vdkpnbvgj
l	x	xnzslmgv	xlnzslmgv
y	b	vqldmtb	vqldmtby
z	w	rgdwnxvbzsmkfj	rgdwznxvbzsmkfj
y	s	cslfdkrp	csylfdkrp
q	c	zgbvhjlcxn	zgbvhjlcqxn
h	c	sknxwzfcrp	sknxwzfchrp
w	b	bvrjlgqw	bwvrjlgqw
v	q	thbwlkqs	thbwlkqvs
t	l	xslbwq	xsltbwq
b	h	dhcmts	dhbcmts
t	j	jbtv	jtbtv
r	l	dnflc	dnflrc
r	k	sgwk	sgwkr
s	v	dvjwmq	dvsjwmq
g	w	pzmxsgw	pzmxsgwg
y	g	xtnmqgpdv	xtnmqgypdv
m	j	wxfjnvr	wxfjmnvr
p	m	wmck	wmpck
m	q	qprxv	qmprxv
y	f	drhfsl	drhfysl
n	d	dbtljvksx	dnbtljvksx
e	k	zjdlmwvck	zjdlmwvcke
m	t	stb	stmb
j	b	gbs	gbjs
v	p	wqnvpsc	wqnvpvsc
u	f	fncjdtvpk	funcjdtvpk
e	t	rbgdqft	rbgdqfte
i	k	wtscgfkqpdjlnxr	wtscgfkiqpdjlnxr
s	k	zbvwdkx	zbvwdksx
c	f	cgwtfjmrxznl	cgwtfcjmrxznl
x	n	mlrsqvgncz	mlrsqvgnxcz
n	b	bzqstd	bnzqstd
t	h	ckdh	ckdht
f	m	xsgmrztc	xsgmfrztc
w	v	wvrjkn	wvwrjkn
g	w	tzvmrqpxwf	tzvmrqpxwgf
j	q	lhwfvrgq	lhwfvrgqj
j	b	btjdgs	bjtjdgs
c	c	plctfkn	plcctfkn
s	w	hpvwmr	hpvwsmr
o	d	cdskj	cdoskj
f	q	twvqrxk	twvqfrxk
i	l	vklw	vkliw
f	z	mlzjx	mlzfjx
y	k	ldfntkgbm	ldfntkygbm
m	w	rnmbwd	rnmbwmd
t	m	nbwdjrmqhfxvl	nbwdjrmtqhfxvl
g	t	zvhpsjtdmn	zvhpsjtgdmn
u	t	htvnbrc	htuvnbrc
t	p	hpm	hptm
x	c	qctm	qcxtm
o	t	rkwgtjzlnq	rkwgtojzlnq
w	n	pbxnvlrf	pbxnwvlrf
e	l	brlfqdgxpz	brlefqdgxpz
k	q	gwqcph	gwqkcph
q	l	blqmc	blqqmc
v	g	lvjpwzgtq	lvjpwzgvtq
q	z	bvcrsztxfnql	bvcrszqtxfnql
z	p	mrpcfn	mrpzcfn
o	k	gxjbcfdwkv	gxjbcfdwkov
b	j	nthpjw	nthpjbw
q	p	pqhvcdxf	pqqhvcdxf
w	r	cgkbfrs	cgkbfrws
r	b	brsj	brrsj
d	m	twpkqdm	twpkqdmd
y	z	kbzrxt	kbzyrxt
r	m	mwz	mrwz
v	b	rznvbxgsd	rznvbvxgsd
v	j	jbzq	jvbzq
o	l	wqfxhcgvblp	wqfxhcgvblop
t	g	prgqnk	prgtqnk
b	b	bsjmp	bbsjmp
b	l	lqnbmfxs	lbqnbmfxs
h	z	kjrhbcqsvfntzglxm	kjrhbcqsvfntzhglxm
u	r	gwnxkrpfd	gwnxkrupfd
u	s	ndgsj	ndgsuj
x	x	gxskbh	gxxskbh
a	t	skdltmxbg	skdltamxbg
u	c	mqcdsnr	mqcudsnr
d	x	mxkwq	mxdkwq
k	x	bjxrp	bjxkrp
h	t	tkrgx	thkrgx
u	t	rtgqpz	rtugqpz
d	m	wbcmhnlvg	wbcmdhnlvg
a	h	znhqwp	znhaqwp
b	r	fwdrgm	fwdrbgm
z	z	lvczntsjq	lvczzntsjq
b	t	fwblstv	fwblstbv
m	f	zfqhm	zfmqhm
k	l	ldjwrkv	lkdjwrkv
b	n	zxfkrbhn	zxfkrbhnb
d	p	wgph	wgpdh
c	v	kvtc	kvctc
f	v	tcdwvpj	tcdwvfpj
f	j	jxscdm	jfxscdm
r	m	vmqptlbxz	vmrqptlbxz
s	k	krdb	ksrdb
e	s	pswncmfjrdhgz	psewncmfjrdhgz
i	v	gxjlqkdvmpz	gxjlqkdvimpz
f	f	zcwmbxf	zcwmbxff
a	f	srfkmhnlcw	srfakmhnlcw
y	f	hdfjpkqs	hdfyjpkqs
w	c	swftcxhp	swftcwxhp
t	v	gvj	gvtj
l	w	dblcrpsvzw	dblcrpsvzwl
a	d	nhjdk	nhjdak
u	j	zndj	zndju
y	g	lgvc	lgyvc
r	j	ntcj	ntcjr
s	f	fngtvl	fsngtvl
l	j	frnbtmjwsd	frnbtmjlwsd
g	k	pqgk	pqgkg
a	h	wbhpns	wbhapns
b	d	zmkvjdhrpt	zmkvjdbhrpt
y	n	phkjwfn	phkjwfny
x	w	hxdwck	hxdwxck
e	z	hxdzmtrljf	hxdzemtrljf
r	f	bfvms	bfrvms
j	t	gtcknf	gtjcknf
i	m	qrmp	qrmip
a	z	kqmz	kqmza
m	v	ntjcdvlsw	ntjcdvmlsw
t	t	ksfzltx	ksfzlttx
p	f	pxfz	pxfpz
y	q	rhfdtq	rhfdtqy
m	d	mngtbjdk	mngtbjdmk
w	x	vrjx	vrjxw
r	k	zkhblpjf	zkrhblpjf
y	s	pns	pnsy
o	d	skplndmvj	skplndomvj
o	b	qbthk	qbothk
a	f	gtbrsmzfl	gtbrsmzfal
a	b	zbdlkgp	zbadlkgp
g	n	jspblvnxh	jspblvngxh
m	t	btnpd	btmnpd
d	g	qhsrg	qhsrgd
b	p	bdp	bdpb
o	n	cpnfwvm	cpnofwvm
a	b	knlqtgsmb	knlqtgsmba
u	f	jcflng	jcfulng
l	l	lzmnqjsx	llzmnqjsx
t	h	dxsrwzgknqhj	dxsrwzgknqhtj
u	k	rck	rcku
l	b	bhj	blhj
z	f	fptq	fzptq
v	n	nhklxszr	nvhklxszr
o	k	nfbzrks	nfbzrkos
x	r	rbgjltfkhm	rxbgjltfkhm
n	h	gmlwshft	gmlwshnft
o	c	mwsqkcnt	mwsqkcont
d	n	lhmnztxb	lhmndztxb
g	g	gvcl	ggvcl
c	d	qdwnv	qdcwnv
d	p	bgnpmqwl	bgnpdmqwl
b	k	mksntdcwj	mkbsntdcwj
f	c	mtckjpwx	mtcfkjpwx
i	n	nvqx	nivqx
x	t	cjstxmwv	cjstxxmwv
l	d	pzwdk	pzwdlk
s	c	tzjqcfwvs	tzjqcsfwvs
x	g	tswgq	tswgxq
a	m	rfnqgmzjs	rfnqgmazjs
t	x	xtnkqv	xttnkqv
f	r	frnh	frfnh
x	z	gjrkvncmz	gjrkvncmzx
d	x	rzvxhqml	rzvxdhqml
o	j	jxcd	joxcd
k	w	fwb	fwkb
f	s	spnxhqmbrftj	sfpnxhqmbrftj
b	z	zsqvhnd	zbsqvhnd
o	j	kzrnsvjw	kzrnsvjow
j	g	mkg	mkgj
a	k	skfvl	skafvl
q	t	frjdptg	frjdptqg
f	d	dtnsvfbqz	dftnsvfbqz
d	v	zsv	zsvd
c	c	bsztdnfqcrjp	bsztdnfqccrjp
p	j	nlzvmjgcs	nlzvmjpgcs
r	c	xckwmsfg	xcrkwmsfg
b	d	txmdsgf	txmdbsgf
y	n	dngpzr	dnygpzr
h	x	gsfxl	gsfxhl
z	p	wps	wpzs
p	j	wkmfcvsjzlx	wkmfcvsjpzlx
z	c	bkfxghrwdmcn	bkfxghrwdmczn
f	h	rnhpdbzkl	rnhfpdbzkl
p	z	shgfmcbnvzk	shgfmcbnvzpk
t	l	lfxvjtkbzr	ltfxvjtkbzr
w	w	drwx	drwwx
c	x	fnlxrhcjbk	fnlxcrhcjbk
e	h	vchjgt	vchejgt
d	w	dbvw	dbvwd
f	c	htcrk	htcfrk
b	x	xshcvbpdrn	xbshcvbpdrn
v	v	vgm	vvgm
l	f	twfmhl	twflmhl
g	v	dcvlfm	dcvglfm
y	t	ptbdsk	ptybdsk
r	x	rxkcb	rxrkcb
e	r	dqpxrt	dqpxret
z	g	hfbpjdkgv	hfbpjdkgzv
p	q	pdq	pdqp
j	j	rjbwmzl	rjjbwmzl
j	g	gfvqp	gjfvqp
x	d	pkdm	pkdxm
d	b	bqhzdvrl	bdqhzdvrl
y	d	fzdcg	fzdycg
j	c	csrx	cjsrx
w	m	wlmspn	wlmwspn
d	w	njwhbgmvz	njwdhbgmvz
o	h	vxjkhnb	vxjkhonb
a	q	kgcqmj	kgcqamj
o	m	kfjtdcm	kfjtdcmo
g	h	wlvpjtqxch	wlvpjtqxchg
b	m	mrv	mbrv
n	b	pbfqshzj	pbnfqshzj
t	h	ftzhlqxcn	ftzhtlqxcn
t	b	xjbmtpnc	xjbtmtpnc
q	k	ktj	kqtj
g	m	jmntdv	jmgntdv
w	m	rmdh	rmwdh
d	s	dfkbjsltx	dfkbjsdltx
b	k	kzgcvn	kbzgcvn
p	b	btxwphvr	bptxwphvr
a	z	fwstrhqzbnm	fwstrhqzabnm
s	m	gmljckw	gmsljckw
d	t	mxts	mxtds
n	b	mxkbg	mxkbng
t	f	nvtrwflps	nvtrwftlps
r	r	plwsnbcrf	plwsnbcrrf
d	m	tqmbdz	tqmdbdz
h	j	wmvbfjx	wmvbfjhx
v	w	fwqnjrhp	fwvqnjrhp
s	h	kdqvxhfnmbgc	kdqvxhsfnmbgc
q	g	qvpgbmsfw	qvpgqbmsfw
b	n	tdnpx	tdnbpx
t	k	kxrwmcvt	ktxrwmcvt
v	w	wpfqhzv	wvpfqhzv
x	g	fgjvb	fgxjvb
p	t	tbjqk	tpbjqk
q	t	vrslmtkwjpz	vrslmtqkwjpz
w	d	sdcfrmbjz	sdwcfrmbjz
p	m	pvnhgm	pvnhgmp
x	w	gwrkpsqd	gwxrkpsqd
r	b	rknjfdczmbhtg	rknjfdczmbrhtg
v	d	svbdt	svbdvt
t	x	xwcpzvhnrgmlbt	xtwcpzvhnrgmlbt
n	x	nvjqx	nvjqxn
h	r	kxrpn	kxrhpn
c	z	vqntz	vqntzc
s	s	shzx	sshzx
a	j	pgjzkf	pgjazkf
j	h	pzhwmk	pzhjwmk
z	c	xzhclpqgndr	xzhczlpqgndr
o	n	lgdnvphb	lgdnovphb
a	n	dzmbn	dzmbna
j	k	nrfkhlvs	nrfkjhlvs
p	g	hjvfgmr	hjvfgpmr
a	n	ntd	natd
g	m	fgwdxsm	fgwdxsmg
a	f	nfpbkqv	nfapbkqv
q	j	bdcjrmkh	bdcjqrmkh
l	l	pxkqvtnjlf	pxkqvtnjllf
h	x	xbvfqrd	xhbvfqrd
s	b	qwxnmrbc	qwxnmrbsc
f	l	hkjzlgpfvt	hkjzlfgpfvt
y	d	xgrpdsvhfztj	xgrpdysvhfztj
z	d	whpvdrglkjnfmt	whpvdzrglkjnfmt
g	r	zbnlrqwksfdm	zbnlrgqwksfdm
b	m	phlztm	phlztmb
r	k	gljvk	gljvkr
t	h	nxbhgcls	nxbhtgcls
i	n	nbzsgdh	nibzsgdh
b	r	zxqtncsgvhdjrk	zxqtncsgvhdjrbk
s	m	mxthj	msxthj
h	w	zwl	zwhl
x	n	jtnhpgw	jtnxhpgw
o	r	rxdvksmhtgl	roxdvksmhtgl
e	c	nmqcxfh	nmqcexfh
a	m	kfmgljv	kfmagljv
m	z	vspzglfx	vspzmglfx
t	m	fqhcxwbnm	fqhcxwbnmt
t	p	prz	ptrz
w	n	fgmldnhsqkb	fgmldnwhsqkb
j	h	nlcfh	nlcfhj
m	l	flnhdqrs	flmnhdqrs
d	w	wrk	wdrk
u	l	lmxfr	lumxfr
f	g	dxjzg	dxjzgf
u	k	klnz	kulnz
c	m	mpq	mcpq
g	s	dmgvhnqzs	dmgvhnqzsg
n	f	ftbc	fntbc
t	c	jkfspcnwrq	jkfspctnwrq
j	c	bmcpjkdx	bmcjpjkdx
b	k	gxcnftskr	gxcnftskbr
x	x	xml	xxml
d	k	kmxzrqt	kdmxzrqt
c	n	ntfk	nctfk
c	m	zqmpkhr	zqmcpkhr
b	r	lrxkj	lrbxkj
l	g	hgjlcwdk	hgljlcwdk
c	p	lrzxjpwc	lrzxjpcwc
r	t	ldgxcszt	ldgxcsztr
d	t	psvtmdkcg	psvtdmdkcg
x	v	jzkrldpv	jzkrldpvx
a	c	cpwmvhnkgxz	capwmvhnkgxz
b	g	jxrpwczfgn	jxrpwczfgbn
s	t	xwnqfvrtz	xwnqfvrtsz
y	p	fpbgjz	fpybgjz
m	l	bghtdlwvpf	bghtdlmwvpf
c	h	grlvswjxfkdzqh	grlvswjxfkdzqhc
y	m	vmfpdtx	vmyfpdtx
j	m	mjzkpvd	mjjzkpvd
v	d	jfxgzdtvr	jfxgzdvtvr
i	j	dvhnckj	dvhnckji
i	f	pfxnrgsmlt	pfixnrgsmlt
c	g	qsxbwhrg	qsxbwhrgc
f	q	lhqdmcp	lhqfdmcp
x	r	tlbhjgrvkqfcp	tlbhjgrxvkqfcp
b	b	wbgtzpxlmn	wbbgtzpxlmn
b	c	vwdcsqmz	vwdcbsqmz
b	d	dplmgtnfhw	dbplmgtnfhw
z	r	pmqfrbsvwn	pmqfrzbsvwn
f	r	qkclbdrjh	qkclbdrfjh
r	d	dmz	drmz
x	h	clqhmrp	clqhxmrp
j	x	gmpzshfcktx	gmpzshfcktxj
h	n	qgnwsx	qgnhwsx
y	h	shxvd	shyxvd
h	h	lkhqncz	lkhhqncz
j	m	hfnmxkwgtqdj	hfnmjxkwgtqdj
r	b	nsbgfvqm	nsbrgfvqm
a	x	gmwxv	gmwxav
q	k	wqcgxjhbvk	wqcgxjhbvkq
c	v	sxkwjbv	sxkwjbvc
k	m	mwn	mkwn
l	s	tdxbwrpsh	tdxbwrpslh
i	r	qnr	qnri
x	d	pfzdnlbmxkwc	pfzdxnlbmxkwc
n	r	jnr	jnrn
x	n	gnvxq	gnxvxq
e	w	wpkmxgl	wepkmxgl
m	d	vpmdrblnzjkg	vpmdmrblnzjkg
w	s	nxsrhp	nxswrhp
u	f	znctf	znctfu
c	f	tcwfnmvgbx	tcwfcnmvgbx
m	v	grvkmbhzqfxjp	grvmkmbhzqfxjp
g	q	ctzqxd	ctzqgxd
l	m	stfljm	stfljml
x	c	qgpc	qgpcx
j	x	pbqwx	pbqwxj
u	r	cvjfmhr	cvjfmhru
z	g	fzmrlncthg	fzmrlncthgz
n	j	kjpbthndrsv	kjnpbthndrsv
m	q	rvxgqc	rvxgqmc
n	c	cmbtx	cnmbtx
h	r	vmr	vmrh
v	b	dbxhz	dbvxhz
v	z	zdvc	zvdvc
q	m	fkbrtsmq	fkbrtsmqq
i	h	khnsqf	khinsqf
a	h	zdrfcmbhvxltgwnkq	zdrfcmbhavxltgwnkq
i	n	lcnr	lcnir
p	x	xzsjwq	xpzsjwq
q	w	nkmxltjwvp	nkmxltjwqvp
g	r	wgrxkj	wgrgxkj
m	c	fjtkgcdvq	fjtkgcmdvq
g	m	sqchrgbwmf	sqchrgbwmgf
d	r	pvbrxzwmnq	pvbrdxzwmnq
k	b	hnzgqwbdk	hnzgqwbkdk
d	t	trjds	tdrjds
h	s	sfvlk	shfvlk
b	c	dcv	dcbv
y	m	xgmtqd	xgmytqd
c	v	dtwv	dtwvc
p	d	xhdgb	xhdpgb
t	d	lpqfwd	lpqfwdt
y	d	zgjtpfdqb	zgjtpfdyqb
p	d	pxwlgsdhjb	pxwlgsdphjb
i	n	kxngfzdtq	kxnigfzdtq
n	m	gbmt	gbmnt
r	s	vsbmr	vsrbmr
c	s	knsvjbmgr	knscvjbmgr
o	v	wxvzc	wxvozc
r	t	dmtjnfc	dmtrjnfc
o	z	vsrzdqc	vsrzodqc
d	g	hlg	hlgd
t	s	shg	sthg
a	t	cztgf	cztagf
e	k	jnkgdsp	jnkegdsp
m	d	pdsr	pdmsr
a	l	kgjxfcthl	kgjxfcthla
o	m	bmksqljrdv	bmoksqljrdv
u	b	sbfnqp	sbufnqp
e	c	pcfzt	pcefzt
h	g	gpz	ghpz
a	q	slfqpkwbv	slfqapkwbv
b	x	fxp	fxbp
x	f	fnzhr	fxnzhr
f	s	qsnlm	qsfnlm
v	t	fqxrmndspvgt	fqxrmndspvgtv
d	q	gjctzvhdqrxsf	gjctzvhdqdrxsf
k	q	fwmqndblphg	fwmqkndblphg
x	f	tnqwf	tnqwfx
z	b	lnqhbmt	lnqhbzmt
p	g	xwrcvfjbgshk	xwrcvfjbgpshk
d	f	rzfnkv	rzfdnkv
s	v	swvxzjrqg	swvsxzjrqg
f	m	mnwsjpr	mfnwsjpr
c	g	dwbnvpjg	dwbnvpjgc
u	g	qxgdjz	qxgudjz
o	n	dnjvzb	dnojvzb
c	s	fjqs	fjqsc
q	v	bwpfdvmqxh	bwpfdvqmqxh
i	n	xjknd	xjknid
t	b	wbrvtljs	wbtrvtljs
p	b	qnpsfxbv	qnpsfxbpv
m	x	nmx	nmxm
t	s	gds	gdst
l	j	bcwj	bcwjl
v	h	glhbzjkr	glhvbzjkr
z	c	lwcnhq	lwcznhq
d	x	rxs	rxds
u	n	snjvp	snujvp
d	q	mlrxsbqk	mlrxsbqdk
v	g	ngtpk	ngvtpk
g	s	qzjhs	qzjhsg
d	x	xkpjvth	xdkpjvth
p	q	kphtfnzvq	kphtfnzvqp
e	b	bgtdvnl	begtdvnl
a	x	tznxmrdhs	tznxamrdhs
o	p	dkrmp	dkrmpo
f	j	jbzsl	jfbzsl
t	r	brxzkgjmntwqc	brtxzkgjmntwqc
u	h	dfxhbvgwtsk	dfxhubvgwtsk
w	d	hpfxkdbmvq	hpfxkdwbmvq
f	m	rnvdmftbsxj	rnvdmfftbsxj
c	z	trjsnzqb	trjsnzcqb
h	g	clgknt	clghknt
t	l	lrn	ltrn
b	c	dscvfh	dscbvfh
z	l	hqxfcblgzs	hqxfcblzgzs
t	w	fwjxdgl	fwtjxdgl
r	s	slmwg	srlmwg
g	c	jcmgdlpthsq	jcgmgdlpthsq
m	l	kwlsgp	kwlmsgp
u	b	lbjdgr	lbujdgr
h	t	twkx	thwkx
z	j	jhv	jzhv
f	v	kftjzxwvs	kftjzxwvfs
t	d	sdt	sdtt
e	z	skgvtz	skgvtze
r	f	jfkmhwps	jfrkmhwps
y	f	qjfvzm	qjfyvzm
j	p	dtjlfnwpq	dtjlfnwpjq
c	b	mbwphsnj	mbcwphsnj
d	n	tnvq	tndvq
g	k	lszkphg	lszkgphg
v	r	rdjskqtfvgmch	rvdjskqtfvgmch
b	b	xdb	xdbb
c	m	plzkbjsmdfxr	plzkbjsmcdfxr
f	d	ktgdl	ktgdfl
p	v	vsz	vpsz
h	l	jvbtglrz	jvbtglhrz
h	q	bfgqd	bfgqhd
r	q	wqhcxm	wqrhcxm
c	f	lnvdcjtmf	lnvdcjtmfc
e	s	sqgktl	seqgktl
m	k	snlgkmr	snlgkmmr
y	s	qsrpmtbc	qsyrpmtbc
g	c	nsfxcdhw	nsfxcgdhw
p	f	rkmfbsqxd	rkmfpbsqxd
m	p	phlqrz	pmhlqrz
g	g	ctnglz	ctngglz
n	m	pgnmzwt	pgnmnzwt
n	n	bnpq	bnnpq
p	x	hxsclgbj	hxpsclgbj
b	m	vhktfjglpswxmz	vhktfjglpswxmbz
r	r	qrw	qrrw
n	w	ftwmnl	ftwnmnl
w	l	qgxlbncfw	qgxlwbncfw
q	q	qlv	qqlv
c	x	xgbz	xcgbz
e	v	vtlgdqz	vetlgdqz
y	m	mtpz	mytpz
s	j	zxsrjqhgfn	zxsrjsqhgfn
a	d	vqmtsfdj	vqmtsfdaj
q	n	zsgtmlxwn	zsgtmlxwnq
l	c	mksczw	mksclzw
z	n	hnd	hnzd
r	h	smfbvqphz	smfbvqphrz
n	w	lfpwvn	lfpwnvn
s	m	msgqhvb	mssgqhvb
e	l	qlxg	qlexg
e	j	schlxj	schlxje
q	w	hgjksvtpcxw	hgjksvtpcxwq
e	t	trmpzsxh	termpzsxh
k	z	zcltrj	zkcltrj
b	b	nkfjhbd	nkfjhbbd
h	k	pdmvzkxs	pdmvzkhxs
z	c	gmsctkfl	gmscztkfl
z	r	wxlzthdrsvgk	wxlzthdrzsvgk
d	k	khqxtd	kdhqxtd
v	f	ncfbhqrp	ncfvbhqrp
e	m	njkqvpm	njkqvpme
x	j	lwjxpg	lwjxxpg
j	w	xjglcpw	xjglcpwj
a	s	qgdzmlbs	qgdzmlbsa
m	q	pwqxtlk	pwqmxtlk
f	h	crhqzsdkmv	crhfqzsdkmv
s	l	jfgbpxhl	jfgbpxhls
m	t	tzp	tmzp
c	d	rqfdnx	rqfdcnx
z	k	tkmzg	tkzmzg
z	t	cwpft	cwpftz
f	f	jbvkfn	jbvkffn
k	b	kvjmbx	kvjmbkx
v	w	hwkxq	hwvkxq
c	b	cdpmztvqglsbfn	cdpmztvqglsbcfn
h	t	plcfdsqtz	plcfdsqthz
k	s	tdkxcfzs	tdkxcfzsk
i	c	btcjw	btcijw
o	g	bwhxpzsvndgfcmjlrq	bwhxpzsvndgofcmjlrq
x	s	tdhqgswzrm	tdhqgsxwzrm
i	d	fbtgmvds	fbtgmvdis
b	v	qjmvdbr	qjmvbdbr
o	q	nqlgx	nqolgx
c	b	rxhtlcbqkjm	rxhtlcbcqkjm
j	c	nfhbdltsmcjw	nfhbdltsmcjjw
e	j	ljsmvfg	ljesmvfg
g	m	mdngjlpqr	mgdngjlpqr
q	f	vqbfdx	vqbfqdx
j	j	gxjmh	gxjjmh
r	v	hpvbczltrj	hpvrbczltrj
g	g	cvkwhdjsg	cvkwhdjsgg
q	w	njkshxw	njkshxwq
a	n	npstqzhk	napstqzhk
m	v	mpdswvn	mpdswvmn
v	g	fgq	fgvq
w	j	xwhkjzdpvc	xwhkjwzdpvc
s	l	qzflp	qzflsp
f	t	zdvwcqptjh	zdvwcqptfjh
w	j	xrsngjfw	xrsngjwfw
p	j	hpcjq	hpcjpq
e	k	dglfkb	dglfkeb
p	k	cjdzrxk	cjdzrxkp
z	b	hfbxwv	hfbzxwv
c	b	lvbcd	lvbccd
y	x	jbktvwrxh	jbktvwrxyh
y	r	qvrzgwjp	qvryzgwjp
k	p	cpvrl	cpkvrl
r	w	xhdwf	xhdwrf
k	z	znxsdhmcwq	zknxsdhmcwq
x	h	jghkdvqw	jghxkdvqw
x	j	hgljktfwqsn	hgljxktfwqsn
o	x	zhmdgjwxtl	zhmdgjwxotl
k	m	pgkcsjrmn	pgkcsjrmkn
c	s	bsnx	bscnx
k	z	cmthz	cmthzk
y	c	rnszqfctvh	rnszqfcytvh
u	r	prbnvkc	prubnvkc
l	w	qcnwxhvkjprdz	qcnwlxhvkjprdz
l	x	bxgf	bxlgf
b	j	lftjbk	lftjbbk
s	l	lfmvbrk	lsfmvbrk
e	m	tvwxdkfrghm	tvwxdkfrghme
z	b	bqgk	bzqgk
q	d	jzwfdk	jzwfdqk
f	j	jdqk	jfdqk
a	m	csmhwr	csmahwr
c	d	gtdwlqmc	gtdcwlqmc
o	m	ltzmcsjhdwbgfk	ltzmocsjhdwbgfk
l	d	cswdprhmjk	cswdlprhmjk
m	t	jwhzqpfrnmxt	jwhzqpfrnmxtm
f	v	svjbct	svfjbct
h	d	tmpgkndwl	tmpgkndhwl
m	t	tbkrh	tmbkrh
t	c	jqcbv	jqctbv
f	l	slbc	slfbc
l	w	lwrcdpg	lwlrcdpg
b	k	zndmcbtkq	zndmcbtkbq
t	z	wzngvcqkhxts	wztngvcqkhxts
h	m	kdm	kdmh
t	x	sxdq	sxtdq
n	c	bdntpwcvg	bdntpwcnvg
z	b	bgzt	bzgzt
g	t	zxmktgr	zxmktggr
e	s	lfhbrsxjw	lfhbrsexjw
s	s	rbtmnjszhgl	rbtmnjsszhgl
a	m	zrdlm	zrdlma
j	n	vfknwblsxp	vfknjwblsxp
w	g	gzw	gwzw
q	k	ljqpwcxk	ljqpwcxkq
u	k	nfszgkhxrlv	nfszgkuhxrlv
s	x	csjkrnx	csjkrnxs
u	j	vldqcj	vldqcju
x	d	ghndtfpkxczr	ghndxtfpkxczr
o	p	mgpf	mgpof
x	p	gpfzqrwk	gpxfzqrwk
m	g	cvgfkjq	cvgmfkjq
e	z	zntkclpg	zentkclpg
w	d	lqdxfzpn	lqdwxfzpn
y	r	xnsvrzblc	xnsvryzblc
b	q	sxwchqtfmlr	sxwchqbtfmlr
n	q	dsncqglxr	dsncqnglxr
j	v	xvq	xvjq
q	s	prmfsnc	prmfsqnc
w	k	kjbwcrgxsp	kwjbwcrgxsp
z	n	nlb	nzlb
i	p	jgpt	jgpit
c	h	hkbdwgm	hckbdwgm
a	z	chlkrvxbqpdz	chlkrvxbqpdza
l	b	zlqbgwdh	zlqblgwdh
