input1	input2	label
x	vxr	Yes
j	jwf	Yes
q	sbdfgrqzx	Yes
t	jszwchmvrp	No
g	xhgnskz	Yes
l	whvk	No
f	gxbscnwqjhzml	No
p	djwx	No
v	rzkc	No
q	wxckvsdnbz	No
d	dwbgthv	Yes
y	lbxjknwmhp	No
h	pkbqjgs	No
n	lwg	No
q	ctpxqndzsh	Yes
l	xlpgzj	Yes
w	svwbh	Yes
e	fcrw	No
l	sxbdjfpq	No
h	tzckbv	No
v	wqcg	No
d	xtvklcn	No
s	bhjlntfr	No
c	xzfdthqw	No
s	ctwnvhk	No
q	szfxnqhgj	Yes
n	hznf	Yes
l	drmnwkctsl	Yes
w	lqxpht	No
v	smvtfxhqkwcj	Yes
x	sbnhwqjmxv	Yes
x	zrtsx	Yes
f	khjclwgtzxrdm	No
n	wdrqxbgspnlhmc	Yes
j	txqcpnjmvgd	Yes
d	cmjbptx	No
t	lfnjmwzg	No
i	zqjdhbwvrg	No
j	ncrvdsmkl	No
j	jzlptbq	Yes
a	nhjwsgbfx	No
v	tvlhmsqr	Yes
w	kdqwz	Yes
a	tpdhcq	No
i	kmzvhjntp	No
w	kxnmgslzwd	Yes
w	vnxtbfmklwzs	Yes
b	gtjbkn	Yes
t	nlcjhmxr	No
n	xtlmcdkrn	Yes
p	qbxcgs	No
w	dznwkb	Yes
z	bjzld	Yes
i	hxtvgqkplnwc	No
a	cwgfdt	No
i	jvzbsnqgmxcrwdt	No
n	mnwt	Yes
s	twpnzl	No
g	mfjbtgxzrs	Yes
k	vshncmf	No
b	fkvx	No
n	cjrt	No
d	qndfsxr	Yes
e	jxnrk	No
z	vqnf	No
t	fhxcnz	No
t	dptjh	Yes
l	lvqmc	Yes
p	lpzvfjckr	Yes
c	mvnqh	No
j	btfhjm	Yes
q	twvpldcqkfxj	Yes
s	jbxkrndzhlgvsf	Yes
d	clxhfpdtrsbmj	Yes
i	qdlfcsvzk	No
l	xvgrbdsnzljh	Yes
t	jvw	No
h	lhpvjfzrq	Yes
z	rwlbz	Yes
n	lhrbqmv	No
j	mljnbvk	Yes
i	sknfhrjt	No
i	ksfxd	No
o	crtxdbw	No
s	hzswncjvgp	Yes
p	hcmpld	Yes
c	crdsnb	Yes
d	qjhc	No
x	qthmsrlknw	No
n	tkgzv	No
b	wqnfcjg	No
a	rmbfvt	No
d	wrpsvqlx	No
g	kjpgvxb	Yes
b	blwj	Yes
s	fwqjtp	No
y	ljxhtfsg	No
f	xhzbkpncgrvl	No
b	sbxzfkmt	Yes
a	htrwcsdkgxnzp	No
q	sdqzrwbk	Yes
l	brxzdv	No
h	pxjhmt	Yes
k	jkqhdpz	Yes
j	wmtvnbfzq	No
r	vblmqnrjkpc	Yes
v	qzmjglpvhkf	Yes
q	fqw	Yes
d	tzgb	No
j	ltvrxzgj	Yes
x	ckldgfp	No
q	rzxqg	Yes
u	qbdrlxvmcn	No
c	ckzjh	Yes
e	dlnkctxsb	No
h	shfwqzmblv	Yes
p	qswrgpf	Yes
l	wnjvzkt	No
a	kdvzpnmt	No
b	pxfhjl	No
j	btcxdqvl	No
j	vlwhdzg	No
u	blvjwxz	No
e	xpzkcdq	No
w	fwtlh	Yes
w	kcdwt	Yes
a	vgbkf	No
q	ftpqhkd	Yes
w	mwdtxn	Yes
k	rkxbts	Yes
i	wxtgjcszn	No
p	tvsp	Yes
l	gvmbjldnk	Yes
q	zlwkj	No
f	wqbfl	Yes
b	bzrvt	Yes
b	tfmzjhkd	No
e	jmrvz	No
d	cvmdjt	Yes
r	rdtwhgjkpn	Yes
i	nksl	No
e	vnbmgdsfrcwt	No
d	gszwdnqlrf	Yes
w	bwn	Yes
b	bzsrn	Yes
y	nmhrfztj	No
s	szdxg	Yes
v	xrjkvq	Yes
j	nlcrpfdwxm	No
p	sflx	No
h	grc	No
h	hmzkdv	Yes
d	mgxksprl	No
k	qwz	No
b	sgqlhpfzb	Yes
h	bghrlcwpqs	Yes
x	lpsrbcmd	No
m	szxpdgkt	No
q	hzdq	Yes
k	pwnfzgbltsc	No
f	mvxks	No
f	djwnrcq	No
o	hkwfzlvb	No
g	gtdv	Yes
b	kvtcbf	Yes
c	smcv	Yes
p	lpqsc	Yes
v	ftg	No
x	zxpb	Yes
g	pzbkm	No
l	hvn	No
m	phqtfzsmr	Yes
j	nxbrs	No
p	xkvbfcdszj	No
c	hmrjfbsnpg	No
d	cjvgfnqrw	No
i	xgrczvbqn	No
i	rhk	No
n	bhtrgmlv	No
t	fndrgstv	Yes
s	whnxbtgr	No
n	jckdvrwtmxglb	No
i	lmhkbgtp	No
p	mkxhlbp	Yes
a	pdjrkthzx	No
l	qprlxz	Yes
s	mcqfhps	Yes
n	bgslc	No
r	mgzdl	No
y	zkslrmq	No
d	wblmzndpgxjqf	Yes
c	tqzrcfwx	Yes
a	cxrnj	No
f	gjd	No
t	wzsxtpcblj	Yes
k	rmfzg	No
r	rpwxhf	Yes
v	bsmcldf	No
r	ckg	No
p	pwcvqrztmhsd	Yes
f	tblfpm	Yes
l	kgvszmlfnwtj	Yes
d	xnfrthdcwsmk	Yes
r	nbpcdkzhm	No
m	ftpjzwv	No
i	vprfdjbwznts	No
z	mtgrkxd	No
i	wgpzlkxjm	No
m	lxgzpsmf	Yes
h	wgr	No
y	crdkmlxg	No
x	ghjt	No
t	tphbdgxj	Yes
a	hctqwflzbg	No
e	mwdvrjlt	No
b	zgbf	Yes
q	nxbvrk	No
z	kzxmbdfcsr	Yes
s	tcfjpxqr	No
e	pfhkmw	No
e	kmrnf	No
w	mpgxk	No
f	xqsbzjrftphmd	Yes
v	znvfwxrcds	Yes
z	lzc	Yes
d	mzrsxthg	No
i	cnzx	No
r	wfsmkqvtrcn	Yes
x	vqhsfzdwgpc	No
s	njvchmtq	No
k	jdgfspb	No
w	ltwn	Yes
b	jgnfmcbdlxp	Yes
v	nhv	Yes
z	kvtsr	No
r	bjdtwqpxkhlz	No
s	rpkqmhsfg	Yes
t	hnkvlzgf	No
g	znqrfdcjb	No
a	xjwkns	No
l	qklcpj	Yes
t	cwljqfpvbr	No
f	rbfhtnm	Yes
w	lqdfmzxgcphb	No
s	vqlc	No
q	stvj	No
x	qthvlpbjrn	No
t	qpstjcdxk	Yes
m	xqplmrf	Yes
h	swhtmdjpkn	Yes
g	htkvn	No
p	pnrbqdm	Yes
s	dqjwtpxmkr	No
v	hpjbfvwx	Yes
m	pjgtmxbn	Yes
l	lqmh	Yes
w	kwqzcg	Yes
a	grqfmkjwx	No
c	qhl	No
i	qcjsbvx	No
r	jkqz	No
n	hsqcb	No
m	qwfnlmpv	Yes
f	rsb	No
j	jtr	Yes
j	tjd	Yes
l	ctblvjnwd	Yes
h	kzphtr	Yes
q	xqnv	Yes
c	wcvfzgxdts	Yes
s	hpskvlb	Yes
p	mslfvdctn	No
r	nzh	No
d	qwzsbxgfkd	Yes
d	gsvhbrnt	No
v	tqkncbvzsdghpw	Yes
k	jtkrgp	Yes
p	qkbmxvwljgcp	Yes
q	rbchmq	Yes
g	pcqgtv	Yes
m	dzkpmcxs	Yes
w	nlkzrqdcj	No
x	krx	Yes
w	sxwzml	Yes
a	wzxh	No
s	djkczsfrh	Yes
j	gqjft	Yes
a	qrcxsntwlpzk	No
k	vfnj	No
w	bcvwpxfzdqgs	Yes
h	fpwqrg	No
c	cbkxwhnv	Yes
j	qzjwrxplvc	Yes
t	hnpjdcfbq	No
k	lwmsrndbhtcf	No
x	ctflbdhk	No
y	mhx	No
j	vztmlnqwhps	No
l	cbjhmtp	No
d	wrmnxpksvhbtz	No
n	mnfwgxv	Yes
f	xvqfbpj	Yes
t	xbqdgwt	Yes
w	gjsfdmlqb	No
x	hxpvdjtk	Yes
w	wgrfntx	Yes
d	vfrbcd	Yes
e	wlscntkpqbzvj	No
i	mktvnpcsgr	No
c	lfghbx	No
l	clpzwdbr	Yes
v	bvpcw	Yes
u	rkhcgfm	No
r	psjcwrd	Yes
f	hwszdvgf	Yes
d	bhnmgtldxcfqrp	Yes
i	pmsw	No
i	zxkmcgrsvhl	No
r	cjzwxlk	No
p	htqnbrdzvmcwgp	Yes
s	sxq	Yes
l	lmtxphkc	Yes
b	rbzcptlkmq	Yes
g	jmspc	No
c	vmcdjwh	Yes
q	qbkgxmtwnzvjs	Yes
v	hjzmrlbd	No
g	fbm	No
l	vlmtrgw	Yes
w	nzvmbsgrfc	No
b	bjhctd	Yes
n	dxqgr	No
t	qdnvbfkw	No
n	zwnxclvrs	Yes
n	hflzdsqtwvbp	No
u	rpwsltg	No
a	wtqpmvkld	No
z	zkm	Yes
a	qxtbpslvfrnkchg	No
v	dpbcghlw	No
j	hgjmqrtzv	Yes
o	rxsgn	No
a	gdhbrpqsmtnvk	No
f	mdlfgvz	Yes
n	tnjdzlsk	Yes
d	bzf	No
m	msrq	Yes
z	sjqcpgzwl	Yes
b	fxtzr	No
h	trmz	No
m	smhwdpjc	Yes
m	rlfqjpzsvkhcdg	No
k	pnsbk	Yes
w	pxcgfjdn	No
l	vdhqrt	No
l	bljkhqdfrp	Yes
f	gbnmflpk	Yes
h	tsjbnxmpkvfhq	Yes
x	sqvkzclbth	No
g	qtgmjzlnk	Yes
f	pvfnzqbl	Yes
o	lcdpqrxzvjg	No
z	xzcfl	Yes
t	mftwgq	Yes
j	fhjlkdpznw	Yes
i	xgj	No
m	jxkfq	No
p	pvfrmtcwkq	Yes
e	lqzpgvcm	No
o	rkgnvxb	No
z	snzcj	Yes
m	szvc	No
l	qnjthvl	Yes
w	hxmlkw	Yes
k	smfdk	Yes
c	mrvclqgzxbnsdpj	Yes
j	vltjr	Yes
z	bhcjlkts	No
b	qzgwst	No
b	mxhs	No
k	tqxhsc	No
x	fdnzmrxvj	Yes
p	rfx	No
n	cjn	Yes
q	sckmbqx	Yes
k	zglqtbr	No
y	bfntqphczdj	No
m	qtznhmvprldw	Yes
e	wdktfcqbsr	No
d	kltqdnh	Yes
i	lnkgwxvzfbm	No
w	cvn	No
s	wndkszh	Yes
n	nlcjdmw	Yes
s	psb	Yes
l	xcptvrbzq	No
g	cgdwkqj	Yes
l	qcwkvznhrfd	No
d	qtxprbvwdk	Yes
h	hfkbxz	Yes
e	qbksxnrw	No
o	qhgvjklzm	No
y	jqlckmgr	No
d	jhkpwg	No
u	gnjmqlrxfp	No
l	rhzlvfs	Yes
u	gkthbrqdc	No
p	dnjvfz	No
v	gsvw	Yes
s	ltgbq	No
c	twdfcs	Yes
x	xrnv	Yes
w	bwk	Yes
w	kglsc	No
o	xwvkrftqhbcg	No
b	vdhmbczt	Yes
t	lwqjt	Yes
a	pkqsbt	No
k	zkmwxrnq	Yes
k	xcmhswj	No
t	msjnflrx	No
e	jbtsnzg	No
j	jrw	Yes
q	lmwcbqjdvzghfn	Yes
w	cmkwvrgnjdq	Yes
l	fjqgvsrl	Yes
q	bqxvjdkm	Yes
t	mljvbqfwt	Yes
a	xkgpjhrs	No
c	rlmpwdcvnq	Yes
n	tnclzfswgq	Yes
t	sfcvtp	Yes
s	hbjrzs	Yes
l	sjgnqdvzpx	No
b	zsnmpbgvlr	Yes
p	lvbtrswqn	No
b	cpsvwd	No
b	ndxfshvb	Yes
t	jlxr	No
m	gszqmtxh	Yes
g	fmbdhqk	No
b	jlspcnmb	Yes
h	hrwckzn	Yes
s	dwflkrp	No
a	gcjwfx	No
j	mknwpx	No
w	wpszc	Yes
j	grpwz	No
m	btqdkxgsjn	No
q	rxcnvzgp	No
a	fmbnkqch	No
z	zspm	Yes
b	whbmgz	Yes
w	rqh	No
o	vtwpcdjbx	No
p	qkdblvx	No
c	fjwsgtvc	Yes
i	sxqplcdm	No
p	wdqxzmgl	No
v	lgv	Yes
n	tgmnj	Yes
y	phzwgvbtcf	No
g	vqntz	No
c	dbpwlvm	No
k	gxlzh	No
o	kdrhgnsfjtqpzb	No
z	dghbwv	No
c	qhplcv	Yes
i	dsbxm	No
n	xrpjlbdnw	Yes
x	dlhjkqrt	No
j	znhkj	Yes
z	fplj	No
o	xfbzmgvctw	No
h	zcnspkbh	Yes
w	gwhf	Yes
v	rshfvwbm	Yes
n	ndrcbft	Yes
b	hsmflxb	Yes
j	hkj	Yes
n	tqmshnwv	Yes
n	kcnqs	Yes
b	rnsj	No
x	sfgrk	No
z	zhtfjmvsw	Yes
n	mhjrsxfgb	No
u	srvjdwtgq	No
p	jqpvz	Yes
m	swkfdbljgt	No
h	hmzt	Yes
c	fkhdgpqvxn	No
a	bfxpqdjv	No
s	nfbvqrkxwd	No
o	zdflpmwqrhvkcb	No
g	wfgqbr	Yes
v	vgbcjxmlrqhpfnwz	Yes
u	sjvhpwrg	No
n	nlfh	Yes
q	mswqn	Yes
w	dlnxrw	Yes
h	bqncwfvxrz	No
a	bkznvjl	No
u	jpxgskm	No
f	mqcklhsv	No
z	rqxzbkf	Yes
a	bhpk	No
s	hksbvjc	Yes
g	cfsrqlhnk	No
m	pxsnkb	No
z	rxqntvjkdbcfph	No
k	rbkn	Yes
p	nvrhmk	No
n	pxvnbszg	Yes
e	mlbtp	No
x	mktdqw	No
f	mzfnqp	Yes
i	sdglz	No
y	wjmztk	No
w	whjvqmrf	Yes
p	gwbp	Yes
m	vxftcqpksrzj	No
q	qts	Yes
s	dcpvl	No
l	mjqtnv	No
d	dtrvjs	Yes
y	ptmsl	No
f	mhsfglwkcjnr	Yes
x	xbfvtkc	Yes
j	dtvwhmjfbrcqnxpgklz	Yes
s	bdqhft	No
i	zxgrqnbtsdp	No
l	qpmjctzhnkl	Yes
i	zpbhdwmqngclfj	No
x	lfcsbhgpxd	Yes
j	xtfqs	No
r	tpbrhdkm	Yes
b	cjwhgbm	Yes
q	wpkmljhr	No
n	bxn	Yes
w	khjnwlgq	Yes
q	zqkprj	Yes
n	wvncs	Yes
e	whskfrb	No
x	npgxtj	Yes
d	zgcwd	Yes
r	ksqxlr	Yes
q	vrq	Yes
z	pdrgc	No
t	lsnchwd	No
l	sgrjzwmvf	No
l	qscp	No
c	wczlnbv	Yes
b	vbk	Yes
d	qvbnlpxcd	Yes
a	tfglmvwh	No
l	kfnhrsgqvl	Yes
l	jvsdtcb	No
h	zhwcvtf	Yes
k	vkbxtw	Yes
j	msj	Yes
h	kxdqlhncm	Yes
o	gqdwsc	No
r	nfcjsxq	No
q	ksmwpjbf	No
l	jfwdnz	No
o	fwln	No
j	lkq	No
h	zxbkcnd	No
j	lvfdmtrw	No
c	wlrcjngk	Yes
p	rgbhpnjc	Yes
p	flnkpz	Yes
v	lrjbzqmkndf	No
g	dbhvjzc	No
a	xcgj	No
h	fgbkwsthxdrj	Yes
y	khtbzw	No
a	kdqxczrjn	No
r	dqchjx	No
k	blkrq	Yes
p	hblntzgvck	No
w	xvgnz	No
h	plvnjsxzb	No
j	mjgc	Yes
x	jhvkzxcdg	Yes
d	fhkrnd	Yes
p	cwdtpkl	Yes
l	lctkjwp	Yes
t	dcz	No
n	wgvrksbcqf	No
n	fbmhnv	Yes
h	drkzx	No
n	zflnrd	Yes
w	xjmtd	No
j	drvw	No
p	fmxsrvqkd	No
e	bwxnptckhs	No
m	wftqmbdp	Yes
f	gndqmw	No
q	gtqmkpz	Yes
i	rspvlbc	No
e	rljbv	No
m	wqkhtrcbjvgsf	No
q	zdqbknxcr	Yes
y	flkgdznh	No
q	kzrsvnwg	No
r	nhkzfxlbrm	Yes
u	mtckbsxhpj	No
l	xgknclhq	Yes
p	dbfphczr	Yes
a	kbgwmft	No
s	wfcps	Yes
g	zgvfpqns	Yes
m	zqfjtms	Yes
v	kpdlbwzfjnxs	No
e	xbhpqvgsfz	No
j	qnpjtl	Yes
b	qhwxbmjn	Yes
f	tplxkcf	Yes
h	khnqxbpdl	Yes
x	ztgq	No
b	lfns	No
f	kcxbnjtdf	Yes
v	nvtkcfjq	Yes
o	tcnqhwvgfsxrbplk	No
b	zdgfnjk	No
e	tjpwvqrf	No
m	xvrlkhqfn	No
u	kgsdh	No
r	jbxg	No
q	rbzpkdcfh	No
g	vnpg	Yes
j	tpxjdcfbsz	Yes
l	rfvblgxp	Yes
h	pbnwhr	Yes
d	shdxfbjwl	Yes
n	psnkdvjrwcglmz	Yes
u	xpmlsvznw	No
s	qkwms	Yes
n	xtvdhqzbsp	No
c	wnjklxdchmrz	Yes
q	ftklgmrjn	No
d	spthwklrf	No
q	cgnwm	No
q	mqgnjfvstwhc	Yes
l	lzpx	Yes
l	lmwrzqsb	Yes
z	zbdxql	Yes
b	wrptlgz	No
u	fjvqbkcmnrpwtx	No
j	szgtxrvmp	No
v	mdktvp	Yes
d	sjcrbnqgl	No
s	dpjsqcgmfnb	Yes
o	ltmjcf	No
f	zrtlh	No
c	hgtxcq	Yes
q	fjpqnk	Yes
h	wph	Yes
z	fzmhkclr	Yes
y	swhmg	No
t	tzvmdx	Yes
s	qxdwblftcv	No
x	nlctsmqfz	No
q	qgnx	Yes
a	hjbwpdzr	No
v	djpwcvkr	Yes
z	bgrwcjqv	No
h	hlpmjzx	Yes
d	mtr	No
z	xnwcfs	No
t	xwjtn	Yes
x	xsngmfprltvw	Yes
l	svm	No
g	rnxphlk	No
r	dvsrqgln	Yes
s	xldtsjzn	Yes
z	sctkz	Yes
x	wxgbjq	Yes
c	kqv	No
c	fmdnskcjzv	Yes
z	msdnqzl	Yes
j	xqnbkfjdc	Yes
q	ldshxqmrbp	Yes
w	zxfhvnrdqwcb	Yes
s	sxhg	Yes
g	bgnvpc	Yes
t	vwdct	Yes
u	psncbmkgtfr	No
p	nlvskr	No
b	pnvcjf	No
x	dpgwvqxtrs	Yes
a	wlszmgv	No
e	tdzvp	No
p	jnxp	Yes
r	fxqkdh	No
y	clzwf	No
v	tvsgw	Yes
s	xgjsq	Yes
m	cnmhvr	Yes
h	rqbxpshf	Yes
m	gktwqzbxl	No
e	tnpfz	No
b	xnszpvbcm	Yes
i	bwdlxpqvfhk	No
s	dsjlxnbcqh	Yes
r	tnwmvjrfh	Yes
n	nlbstmcrx	Yes
b	xbqlsptc	Yes
b	cqd	No
p	pvhwzf	Yes
i	swtnfc	No
h	qthswklxz	Yes
k	lzkxh	Yes
h	gxdpjrcwfzh	Yes
c	lmdgjp	No
t	ctvkspbd	Yes
q	kvqdxmfrc	Yes
a	njdk	No
s	vfbmpzs	Yes
v	czhkvs	Yes
d	rdxlkbn	Yes
v	fstldzj	No
n	bnsxchm	Yes
b	ztb	Yes
w	fgdtqwr	Yes
e	wbm	No
j	jrmbsnl	Yes
j	dtnzqvwk	No
u	qtpchvgzb	No
d	wbdm	Yes
u	lrhncqgwj	No
t	fsxdcnp	No
h	hfbtcrqmj	Yes
p	kgvxbz	No
l	hlbdgcs	Yes
e	qsjbvcw	No
v	tbmnxslr	No
g	rhztw	No
v	kgcv	Yes
s	nsvfd	Yes
t	dtfqk	Yes
b	cwjqgntbxz	Yes
w	qslmwgxfp	Yes
x	zxvl	Yes
i	pmhslc	No
e	mtjcqzlp	No
k	rqzgnhmdlp	No
h	rwknhz	Yes
v	vznrhtswm	Yes
r	rljhs	Yes
q	gsdbwhrxfn	No
y	nqp	No
k	lkhm	Yes
c	dqcr	Yes
l	bnlscj	Yes
l	glxb	Yes
a	gjqndbrhx	No
b	xtsgjpbhkndc	Yes
g	hwbkc	No
s	qwvgnthxbpzf	No
d	gjvcbfrwzlhmqtpkxnsd	Yes
i	zqjwksbfp	No
i	fxdwmjg	No
w	fcgzdwvn	Yes
w	dhpxnw	Yes
s	qlsmhrjnvkb	Yes
z	qnjz	Yes
w	hlfdcz	No
b	qjcdbrtwmz	Yes
u	prcjmqbgxlsv	No
u	fkds	No
m	fdtvkxl	No
m	clhtdpfmn	Yes
t	xprhskcldmbw	No
o	zchl	No
o	vcmnrs	No
y	lzhkmdqbx	No
c	kzrjvs	No
c	mbvtc	Yes
p	clvrbfjsxkz	No
o	ncdfgwvbtp	No
d	pzgd	Yes
l	nxmvkbplh	Yes
z	gxbhdkcw	No
j	glw	No
r	vwcfjrk	Yes
v	ljrgcq	No
j	mkdxjt	Yes
n	gpcwvdxbnj	Yes
r	nvgfqpd	No
l	gcxlmnjb	Yes
w	mnvwzs	Yes
z	lqwftnxzdgb	Yes
x	hnqxr	Yes
j	vpflsr	No
s	bvmrwndxzlfpk	No
r	lcpbwdk	No
s	lkvjfbdhwzqpctx	No
f	lfxbkjw	Yes
z	ptlf	No
l	vzthrfjg	No
c	vnqhlsgtw	No
e	mjrdqtzxv	No
n	tdzflqcrmb	No
i	hzknprmv	No
z	trmxblshzpq	Yes
s	jdtv	No
f	xhjw	No
b	jxgmb	Yes
r	cgxnjtkd	No
j	pfctm	No
h	pszhmlwvg	Yes
y	mdlkgvcp	No
i	qfsrp	No
b	nbd	Yes
x	xtpz	Yes
k	pmwljkcn	Yes
z	wcjtmpzh	Yes
j	gkfb	No
y	csfhdtxpm	No
p	dgbkjxnp	Yes
j	cvdlgsfpw	No
j	rjl	Yes
a	rndmpz	No
l	qsnrxf	No
e	wcvbtl	No
g	hglnb	Yes
i	cxhlngjz	No
v	nfld	No
g	jdcg	Yes
q	bzqpcfvl	Yes
z	xjtkbw	No
v	gvdzl	Yes
t	zsthj	Yes
x	dnvgtxsbcrqzf	Yes
q	qmkzc	Yes
e	ptrzvsc	No
b	gdhrtblwn	Yes
n	hbxcwq	No
d	htxcqdgnws	Yes
i	wkhrn	No
e	khmlgrsxp	No
j	wmnj	Yes
y	vkpsnwch	No
e	jfhcbgrp	No
k	qbxd	No
x	qpx	Yes
b	pbw	Yes
o	rlcj	No
j	wvxtlgsk	No
p	xjmzdclw	No
s	xmkhds	Yes
v	rvcbzns	Yes
i	zhdpntlfc	No
p	msg	No
f	fkmzdqxpv	Yes
x	znkh	No
f	gfntrvz	Yes
x	xqnmlv	Yes
p	vkqrzn	No
f	svklcqdhpxg	No
u	xqbwhm	No
o	clbmkzxp	No
o	tlqmdswxgf	No
f	lwtdjg	No
f	wrtpds	No
t	rsghvjzdncqfl	No
g	gcsk	Yes
j	hgqjfpmtvkz	Yes
r	rvqmcgk	Yes
q	shjqzd	Yes
r	mhdtbnwpgzr	Yes
q	qspkc	Yes
g	rxsdgtk	Yes
o	kblsfgprwc	No
d	vtjkdmn	Yes
s	kchvwx	No
h	wckhx	Yes
v	tvkwd	Yes
w	whgkzstvncp	Yes
r	vlwhxmpbcjqk	No
m	zxtkqlprm	Yes
j	lzbj	Yes
b	bnjtxclvqkf	Yes
e	btpglczsfr	No
s	bvznk	No
d	cxsrqhtf	No
w	mrsqz	No
b	szjgdpct	No
k	mtkgwsz	Yes
j	mczvqflj	Yes
z	wjxghtb	No
n	pmfcsq	No
m	sgptnz	No
v	wcqxdnlsftkrm	No
s	pfwrscmqk	Yes
h	ksrxzwqc	No
d	kzdwrj	Yes
x	xhs	Yes
g	rtjbmkg	Yes
n	btfx	No
b	msczfqbn	Yes
x	bzlhwv	No
a	dvxgwkmfs	No
b	pxfkbt	Yes
t	sxdgpbhmzwq	No
h	zmhjlksn	Yes
p	pjktxlrmq	Yes
q	mtgk	No
k	mdwglz	No
n	ksjtp	No
h	qvwtxd	No
n	cwxpzlhk	No
d	hjpvztnrwsfdl	Yes
p	kbgnxp	Yes
o	cvzhg	No
t	mgbjtk	Yes
c	vst	No
p	gpnhsc	Yes
b	sckzx	No
s	sjnz	Yes
g	kjg	Yes
v	vwxls	Yes
q	bpvxdlqjwh	Yes
o	sdnfg	No
d	xdj	Yes
j	tjkwvng	Yes
y	wxdqgcmb	No
h	tnpsm	No
w	hzlnwf	Yes
r	brxk	Yes
c	vdtnrcb	Yes
u	wjckpsv	No
d	pkdglnxt	Yes
h	kxcbthnf	Yes
q	tnlxrh	No
h	bfh	Yes
r	qbpvwlrm	Yes
h	vhrfzs	Yes
p	fxbcgvpqjw	Yes
f	gcfpkvsjwd	Yes
g	lswgkbjvp	Yes
m	hqkbcltdzfmpwx	Yes
d	kxdvj	Yes
z	cftjxdnvmrhk	No
d	szfdg	Yes
i	nchwjkr	No
f	cnwhbmq	No
q	lcmsgwt	No
g	hgb	Yes
r	drklm	Yes
z	lznkhq	Yes
l	tcgjxwsz	No
t	jpfltx	Yes
p	xzlknpc	Yes
f	dzgnmf	Yes
z	gtfbqwjdx	No
b	psnjckxzv	No
k	zhvmgspkq	Yes
q	mtcnrpjwgkq	Yes
e	xsf	No
l	hczlxj	Yes
u	hmtbflrzdgjkc	No
s	dxwgbcz	No
c	zchlngwpsmqk	Yes
z	mwplzngr	Yes
d	fcpvzl	No
v	slhmgqpwk	No
k	jwzctr	No
c	ghqc	Yes
c	cxqlswkpd	Yes
v	npxbztv	Yes
f	gfktwc	Yes
t	gfsnltj	Yes
v	mbtldvcg	Yes
n	jhcnstq	Yes
y	ztjnshfr	No
c	tlhdbwjqmscvnpgz	Yes
b	mtks	No
w	sdzjrqxmnw	Yes
d	tlzbcmpxh	No
v	cgdvnqjbt	Yes
l	znvjl	Yes
z	fklszwhgm	Yes
z	rzfpqs	Yes
h	xfrmkh	Yes
p	tgfpqk	Yes
q	kznsrhlftcvpb	No
c	ftnvszhxw	No
e	lgntszv	No
p	bvnsx	No
e	svntlf	No
h	tcxjh	Yes
w	hkl	No
e	gczbqhfrvmdj	No
m	svpnctfxdg	No
y	ptjfqnrml	No
e	rtsmcgpbqzdl	No
f	pvhtqwfgmrnz	Yes
u	xfznvlpbdt	No
x	svgzhkfwjd	No
o	fqlvghjsxtn	No
b	bmqlz	Yes
p	mqzgrl	No
h	cmhptjnz	Yes
g	lsbzcw	No
q	vgnlqzdxw	Yes
c	hdcpzr	Yes
x	vtkbcj	No
v	gnvw	Yes
e	plkbtm	No
a	fbkcpsqj	No
b	gzxtbqrwd	Yes
g	hcmtbf	No
r	vdftqkm	No
m	wms	Yes
s	jxgfp	No
f	bxwhvszqglr	No
l	fcvqmb	No
r	qpdlgwm	No
t	jhtkgxrwq	Yes
s	xwtfvdrbpqn	No
m	ktznbwxjhq	No
v	zvmcbfhpnwl	Yes
f	czfgjp	Yes
o	tkdqps	No
l	xkbhsdqf	No
w	krswfg	Yes
r	tsxlrwdjvm	Yes
j	fqpxcthzj	Yes
n	njtpvxw	Yes
j	mvxjpkdfb	Yes
e	vtn	No
d	xhsmtdfc	Yes
l	qswkltdzcx	Yes
a	wpmfbjvz	No
q	nwxkbq	Yes
m	rbmxk	Yes
y	crjm	No
l	tqwpbvcfn	No
g	svdtmnk	No
e	xksvmwrfln	No
w	ktj	No
w	rlwnbxs	Yes
z	wdkvcszqtjbf	Yes
g	dfkgch	Yes
y	mlrwxcpsz	No
r	vlftxqmwjsgh	No
j	jzqv	Yes
u	ltnjpvmdz	No
o	djmnr	No
j	jrdmfgznx	Yes
w	dwbc	Yes
g	fgts	Yes
d	thjfmwvbgx	No
j	jrzm	Yes
p	bcgzs	No
h	qslckpdtg	No
b	zjmb	Yes
g	cvsnwkxdzl	No
y	gcvxknmswpzj	No
z	vslqdjm	No
d	gmksxljfpnw	No
f	zfsdngbqc	Yes
j	rnvl	No
e	tfqnvhjzp	No
n	clk	No
d	qcdwprhnx	Yes
e	frjgmdkbv	No
a	xvsrp	No
h	tfl	No
s	jqlhnkxpb	No
j	stlrmg	No
i	bpfkdtlqcx	No
v	wtgvsrpxljfd	Yes
b	stjbp	Yes
t	gqtbvklrxpjm	Yes
a	tnrv	No
l	qbgprml	Yes
r	tdlksxqn	No
h	btnrcsw	No
n	lwdjphrv	No
h	bcdvlswpm	No
b	zqstdpg	No
r	wbdpgxl	No
k	svlqm	No
d	gfrvdkzbn	Yes
b	gbxnfrhsz	Yes
z	wldqsz	Yes
j	qsfjbx	Yes
i	ntfjrhlb	No
t	mdscvrt	Yes
z	qmvsx	No
i	ztkbpnj	No
b	wbsg	Yes
d	jwdxb	Yes
m	vsgzpfcb	No
