input1	input2	input3	label
t	r	twr	rwt
f	v	rvjsfl	rfjsvl
m	v	vnmbzq	mnvbzq
p	m	pvdbmgjrnzfkwsx	mvdbpgjrnzfkwsx
d	v	blzdtvmq	blzvtdmq
g	f	bptsfmglj	bptsgmflj
p	t	pnljhzmwvgtxs	tnljhzmwvgpxs
k	p	jskpd	jspkd
c	b	kfhbrvcwx	kfhcrvbwx
t	s	sdtcl	tdscl
b	f	hcfxbnsvtgq	hcbxfnsvtgq
s	l	sltpx	lstpx
d	l	cjdqztlwhk	cjlqztdwhk
s	z	kvlhdfczgspq	kvlhdfcsgzpq
x	r	mrhzbsxtpqj	mxhzbsrtpqj
l	w	pgclmzrtdbvw	pgcwmzrtdbvl
s	z	ktspljz	ktzpljs
c	k	fnsmkcw	fnsmckw
m	l	tmfskvl	tlfskvm
t	v	vntr	tnvr
j	m	fckxmj	fckxjm
b	t	txbw	bxtw
b	f	fbvgdl	bfvgdl
k	n	dbnvhtkrpcm	dbkvhtnrpcm
n	p	phxjvbfcznk	nhxjvbfczpk
q	j	frqwjm	frjwqm
g	n	rlgnpkf	rlngpkf
t	x	stbhgkxr	sxbhgktr
f	v	hsflv	hsvlf
c	v	chbvms	vhbcms
q	m	vnrkqmbpjdxg	vnrkmqbpjdxg
g	r	btrzmjxcg	btgzmjxcr
d	j	ldqpkmhzwvj	ljqpkmhzwvd
h	j	hrjd	jrhd
m	q	bnqkdtmhrg	bnmkdtqhrg
b	d	sdtmzkbxl	sbtmzkdxl
p	q	pbqgs	qbpgs
v	x	qzxpdrvh	qzvpdrxh
h	k	mhzklsrtwg	mkzhlsrtwg
q	l	lqnbrj	qlnbrj
p	d	brsjpdmkq	brsjdpmkq
q	c	btcmnq	btqmnc
j	h	lzhkjnps	lzjkhnps
j	s	lzhbskrdwj	lzhbjkrdws
k	j	ljqkxp	lkqjxp
r	v	wpvfr	wprfv
k	t	dthpkqjscxnbmglvf	dkhptqjscxnbmglvf
r	j	rwpjmvn	jwprmvn
q	l	skzxqblg	skzxlbqg
z	f	srnbdkljpghzqtfmc	srnbdkljpghfqtzmc
g	f	qcpmgrhkfsnt	qcpmfrhkgsnt
q	p	nwlqpj	nwlpqj
m	l	dxmnlcq	dxlnmcq
j	p	hcpj	hcjp
s	d	lqdwcphmgksz	lqswcphmgkdz
b	t	wrfsbt	wrfstb
n	b	bmhxnzlfj	nmhxbzlfj
n	j	fbspjkn	fbspnkj
d	n	wcgtdn	wcgtnd
l	s	slqxwp	lsqxwp
q	w	zqhvdmlbxwk	zwhvdmlbxqk
v	r	rjsdpwgxvb	vjsdpwgxrb
h	l	znhtvld	znltvhd
j	c	mlgfjc	mlgfcj
c	h	hcqn	chqn
d	b	dhkfzwnb	bhkfzwnd
w	x	xkwlgq	wkxlgq
k	d	dkjbwq	kdjbwq
j	k	wjzfkr	wkzfjr
h	w	zwhxqn	zhwxqn
k	j	mjfrtxpknv	mkfrtxpjnv
l	v	rmlfxvs	rmvfxls
q	m	hqbmcrkn	hmbqcrkn
r	j	bjnhxwsmgltfqcr	brnhxwsmgltfqcj
v	h	jvsgdhwrtkn	jhsgdvwrtkn
b	t	fbvxt	ftvxb
x	d	nxfwqdmc	ndfwqxmc
r	j	tjpnrd	trpnjd
k	b	jlnxpgbkdrvf	jlnxpgkbdrvf
g	l	gjxltkczsh	ljxgtkczsh
s	n	sknx	nksx
f	n	knsf	kfsn
x	b	sbxw	sxbw
s	p	xgphds	xgshdp
n	t	hqctvxnlsjdb	hqcnvxtlsjdb
w	g	rgnw	rwng
b	k	wxnkbgc	wxnbkgc
j	k	mjrkg	mkrjg
b	k	kchdnmltbx	bchdnmltkx
z	w	blzw	blwz
n	k	ckhzqnf	cnhzqkf
z	c	nvprjczt	nvprjzct
j	p	zfdpvtj	zfdjvtp
z	x	dcwhkxvzrnpstj	dcwhkzvxrnpstj
b	f	fgbvq	bgfvq
l	q	tqplgc	tlpqgc
c	f	rzfswxc	rzcswxf
f	s	fgsx	sgfx
p	w	pwmzbxj	wpmzbxj
d	h	gmsqdh	gmsqhd
l	n	jfnlc	jflnc
t	f	xjftngsldpr	xjtfngsldpr
p	g	fgpqklr	fpgqklr
p	l	tnhpsl	tnhlsp
g	z	mhpgzv	mhpzgv
c	m	xlvctrdwmq	xlvmtrdwcq
f	l	kpmrvhljfw	kpmrvhfjlw
t	p	tfpb	pftb
s	t	clwrtfs	clwrsft
j	k	pknzfj	pjnzfk
s	v	vsmzrb	svmzrb
l	h	jlh	jhl
j	f	fjsxkqp	jfsxkqp
h	m	ghmr	gmhr
s	l	zwclvsh	zwcsvlh
k	w	pwxbk	pkxbw
q	z	zsqcg	qszcg
c	x	cxtl	xctl
q	g	wmzrglq	wmzrqlg
m	v	vcrmqhpg	mcrvqhpg
s	b	rgsnb	rgbns
n	p	ngp	pgn
p	v	ldgjpwfvkszqtxnrchmb	ldgjvwfpkszqtxnrchmb
r	f	fdgwcr	rdgwcf
n	r	rwnmbj	nwrmbj
w	h	sxmwgh	sxmhgw
d	w	mdjqtfrswn	mwjqtfrsdn
q	f	gkhvlqfxmp	gkhvlfqxmp
v	l	vlcxj	lvcxj
m	k	zsnltkm	zsnltmk
m	z	smfrzk	szfrmk
s	k	wldjbtfkmsgrqhp	wldjbtfsmkgrqhp
v	h	cvphzr	chpvzr
g	t	rmhcsbtjgp	rmhcsbgjtp
l	h	hvtxqdgrzmpfwl	lvtxqdgrzmpfwh
l	q	qlpz	lqpz
g	b	dhgbtnfs	dhbgtnfs
b	s	bvsxm	svbxm
d	j	sjcd	sdcj
b	t	cxztpb	cxzbpt
x	s	hprnlsx	hprnlxs
s	b	qlsptbdm	qlbptsdm
x	r	hbxpsrwdcqt	hbrpsxwdcqt
s	q	sqtx	qstx
b	q	bplq	qplb
l	n	tlfnhxp	tnflhxp
x	t	xsmgztvd	tsmgzxvd
c	k	jsklcnh	jsclknh
q	k	xhncpqfk	xhncpkfq
q	x	kqhvnxjsgrwcbpz	kxhvnqjsgrwcbpz
b	s	bnrspjhm	snrbpjhm
z	h	bvtzmcpdfh	bvthmcpdfz
d	z	ldvzpb	lzvdpb
q	z	ztdrq	qtdrz
b	c	kzgfrcvbmn	kzgfrbvcmn
m	l	lxnjmsv	mxnjlsv
h	q	kzmhpqnt	kzmqphnt
h	f	wfnhrdtc	whnfrdtc
t	m	ncdhtfkm	ncdhmfkt
f	x	dhxf	dhfx
w	h	hwdrxbk	whdrxbk
z	d	njdzcqf	njzdcqf
r	w	mlkrfsxwc	mlkwfsxrc
q	f	pbqfwhc	pbfqwhc
s	p	fpscgkldt	fspcgkldt
c	b	rbchlfm	rcbhlfm
w	g	wqcgj	gqcwj
z	c	zpqcg	cpqzg
z	h	swzhbq	swhzbq
j	q	bwpzvjgxqtcdk	bwpzvqgxjtcdk
n	v	pxbnsvmhgcq	pxbvsnmhgcq
d	f	hsfgkdlj	hsdgkflj
v	g	svkbhcdmg	sgkbhcdmv
b	t	rctsb	rcbst
n	c	kcpwvnq	knpwvcq
l	j	qjlzt	qljzt
v	n	dfgxncvtm	dfgxvcntm
b	k	kpbxvfgl	bpkxvfgl
w	z	hxsvgbfztwj	hxsvgbfwtzj
k	f	fwksdmzn	kwfsdmzn
m	z	dthjbzm	dthjbmz
v	f	vfqr	fvqr
t	q	kndqctfpzbw	kndtcqfpzbw
v	j	tjfgkv	tvfgkj
r	l	lsr	rsl
b	w	lrswmtgbh	lrsbmtgwh
s	l	glzmwsdq	gszmwldq
v	h	hflvj	vflhj
q	p	cwqblpgjftd	cwpblqgjftd
g	d	gnwdk	dnwgk
f	b	qzbxftv	qzfxbtv
h	d	gfrxvcbwqhskltpjnmd	gfrxvcbwqdskltpjnmh
j	s	bqmswj	bqmjws
c	m	cbrzkmq	mbrzkcq
g	m	zmqcgw	zgqcmw
c	d	dxzjtpc	cxzjtpd
t	p	lhtfkndpb	lhpfkndtb
c	z	fsphbwxvzjtc	fsphbwxvcjtz
w	d	cqvzjtdxrpnflbgwhk	cqvzjtwxrpnflbgdhk
j	b	bsj	jsb
h	l	hlmdks	lhmdks
q	g	qdpg	gdpq
l	p	sbpcqldg	sblcqpdg
r	m	dkpmbcr	dkprbcm
f	r	xrwfg	xfwrg
b	c	xcbtwnfrh	xbctwnfrh
x	s	hbzxs	hbzsx
m	n	txcrvnfwksm	txcrvmfwksn
m	h	hdbm	mdbh
v	m	tvdqkmnwcljzs	tmdqkvnwcljzs
d	h	ktcdbjqznfwsgh	ktchbjqznfwsgd
z	d	pnjdz	pnjzd
t	g	xmfgdtj	xmftdgj
t	q	dgktbwrjq	dgkqbwrjt
m	g	srmljhngd	srgljhnmd
m	l	vljcbnhqmsw	vmjcbnhqlsw
r	f	fzr	rzf
l	k	lrfk	krfl
k	x	vszxmdnltrkg	vszkmdnltrxg
l	p	swlpmtg	swplmtg
b	t	tvb	bvt
w	x	btxwdg	btwxdg
r	b	sclhnbtrmpk	sclhnrtbmpk
x	s	fgpsx	fgpxs
t	s	lrstzchxvm	lrtszchxvm
x	k	gtcjqdzmkbxr	gtcjqdzmxbkr
q	s	kdjstfxvrq	kdjqtfxvrs
x	c	sxnwcdh	scnwxdh
w	v	hbpvtwqg	hbpwtvqg
h	p	xhqzpc	xpqzhc
v	w	nmtwvdqgx	nmtvwdqgx
b	m	gdkqbmxwtschf	gdkqmbxwtschf
r	n	rqxlhmjn	nqxlhmjr
q	g	cjqg	cjgq
c	q	hcqs	hqcs
j	v	kljnxvw	klvnxjw
r	h	frzhgs	fhzrgs
s	f	hfwgsv	hswgfv
l	v	jtckvdgwlxqb	jtckldgwvxqb
r	q	svqbrgwt	svrbqgwt
k	t	knrxqt	tnrxqk
h	w	wnkdqhjxrcvbg	hnkdqwjxrcvbg
g	d	rxzwgd	rxzwdg
z	j	cdkmxfjrtvnz	cdkmxfzrtvnj
n	g	rgdlnt	rndlgt
z	d	mdzw	mzdw
g	h	hmxg	gmxh
m	r	mchbkdr	rchbkdm
x	h	hxql	xhql
q	r	xrsqkfmj	xqsrkfmj
v	l	vsmxlhfck	lsmxvhfck
k	f	fskwpm	ksfwpm
v	w	tzfvjwlpkcn	tzfwjvlpkcn
k	m	mcwfqrknt	kcwfqrmnt
z	d	czxjrdgs	cdxjrzgs
r	p	rgwdpc	pgwdrc
h	r	hsxr	rsxh
t	k	tjpwbk	kjpwbt
w	n	gwnj	gnwj
l	m	mbrqlpgjdx	lbrqmpgjdx
x	w	mqdkwxbsg	mqdkxwbsg
j	s	dqsbjgw	dqjbsgw
z	j	ktxgzlsjb	ktxgjlszb
d	w	hfdjrgpkzcw	hfwjrgpkzcd
c	h	nmhcq	nmchq
n	s	smnxbzjgw	nmsxbzjgw
k	d	hbgkdtl	hbgdktl
h	t	kjmhdqfzpt	kjmtdqfzph
m	v	xrpgwdnvbslcmt	xrpgwdnmbslcvt
l	h	lhf	hlf
s	k	psgtk	pkgts
j	w	cmqjwgn	cmqwjgn
l	z	kxrlz	kxrzl
q	t	qrtbmz	trqbmz
w	l	lbrwfpq	wbrlfpq
v	x	hxvkjm	hvxkjm
k	q	dskq	dsqk
c	r	lfsrjvcb	lfscjvrb
v	l	fgpvl	fgplv
v	r	mnrkcpvt	mnvkcprt
p	h	pmhxs	hmpxs
n	v	nxsvb	vxsnb
t	d	tvwd	dvwt
d	r	skdrfzpj	skrdfzpj
t	n	rnts	rtns
d	j	khnwqjldm	khnwqdljm
q	l	qlph	lqph
h	z	ghvdzwsbj	gzvdhwsbj
x	d	cdpxlv	cxpdlv
x	l	hmxgvtl	hmlgvtx
n	k	kgrcqnf	ngrcqkf
n	m	gwpnfmt	gwpmfnt
g	j	rjgfkmvnc	rgjfkmvnc
q	z	zqpc	qzpc
j	r	wlcrvfthjxbk	wlcjvfthrxbk
h	j	jfqkpvh	hfqkpvj
t	s	mtsg	mstg
z	h	pmbkhzw	pmbkzhw
n	j	gchmntjb	gchmjtnb
v	n	mgnhvkf	mgvhnkf
l	s	dzlbhsqw	dzsbhlqw
k	h	hkzb	khzb
v	p	vknqp	pknqv
n	l	xlpntbg	xnpltbg
g	f	fbnqg	gbnqf
h	c	pdrgwhcql	pdrgwchql
t	k	bgpktl	bgptkl
b	q	dgrmsbzkpqcv	dgrmsqzkpbcv
x	n	xfkn	nfkx
m	q	dcxzmtfq	dcxzqtfm
c	j	jcbzxngs	cjbzxngs
p	t	djpztwkmvq	djtzpwkmvq
x	n	zmnkgrhxwp	zmxkgrhnwp
b	k	gjbmwkz	gjkmwbz
d	p	mzxpbfdj	mzxdbfpj
s	w	snvzwf	wnvzsf
m	w	nwlcgsmhbr	nmlcgswhbr
t	n	dtnpcq	dntpcq
d	r	hzdlmstrbx	hzrlmstdbx
h	n	nlgmvjfhbpwt	hlgmvjfnbpwt
g	t	ftqgx	fgqtx
d	x	lrdpx	lrxpd
x	n	nkwhqpx	xkwhqpn
c	z	mwbhlcnvzd	mwbhlznvcd
q	b	fsdbqrpt	fsdqbrpt
q	v	gqdvx	gvdqx
p	c	cftsp	pftsc
d	r	dljpnkbr	rljpnkbd
f	b	lwrbftq	lwrfbtq
j	z	jhkszwp	zhksjwp
q	b	bgvktclnqrsp	qgvktclnbrsp
x	s	srdxmkjql	xrdsmkjql
x	r	xrqzjcswglf	rxqzjcswglf
q	r	qldr	rldq
d	v	vdmh	dvmh
l	b	hlgkb	hbgkl
v	b	vlbkrm	blvkrm
k	q	ksmqxhng	qsmkxhng
q	t	vqptnhmzcw	vtpqnhmzcw
q	z	xrzsdpqvw	xrqsdpzvw
j	g	xqjnlgk	xqgnljk
q	c	jfcvqbth	jfqvcbth
v	d	tvdcw	tdvcw
m	n	tsmcnfgxk	tsncmfgxk
m	p	rpdmzcnvg	rmdpzcnvg
r	f	rdwszfvqh	fdwszrvqh
r	q	rhq	qhr
v	x	lscvkdgxt	lscxkdgvt
w	t	bfjqtmgrwvsn	bfjqwmgrtvsn
x	p	tjnpwx	tjnxwp
k	v	ktlvzc	vtlkzc
j	h	jhrfks	hjrfks
n	j	qjrblgvsn	qnrblgvsj
n	l	nglcbvr	lgncbvr
b	q	gbjlnqx	gqjlnbx
v	m	xmvgk	xvmgk
f	q	bqnwfxshj	bfnwqxshj
w	t	wtznbvq	twznbvq
x	c	smwbvplzxtc	smwbvplzctx
t	l	ztdxwmqhjcbspnrlf	zldxwmqhjcbspnrtf
k	t	mxtk	mxkt
q	j	qjfrg	jqfrg
r	f	zwkrsf	zwkfsr
d	m	mcbkd	dcbkm
l	v	mfbkvtrl	mfbkltrv
z	x	zxq	xzq
d	b	fbzdvs	fdzbvs
q	t	thdq	qhdt
q	c	kwdcqt	kwdqct
l	z	ztrl	ltrz
v	j	ghkjlrvt	ghkvlrjt
l	p	xqlbcpkm	xqpbclkm
g	h	hjgzk	gjhzk
d	c	hdjcp	hcjdp
p	d	dpslbj	pdslbj
b	q	kbnmswqz	kqnmswbz
s	p	pkszqx	skpzqx
m	h	hgmkqf	mghkqf
f	b	khlbfvc	khlfbvc
c	n	ktcn	ktnc
s	b	lsdb	lbds
n	l	lhkjtrfdn	nhkjtrfdl
b	h	brqctmnzhw	hrqctmnzbw
j	n	rvkxmnhjft	rvkxmjhnft
l	m	mlqwf	lmqwf
c	d	cnxd	dnxc
p	w	mpvxw	mwvxp
r	g	mgrq	mrgq
r	c	jxtgrc	jxtgcr
z	n	kzngs	knzgs
h	b	ndrbvztghs	ndrhvztgbs
f	g	dnwsjfg	dnwsjgf
d	p	kgsphdbc	kgsdhpbc
n	x	wmtvfdrqnkx	wmtvfdrqxkn
b	l	mvrkdlgb	mvrkdbgl
c	x	qbjkrplcgx	qbjkrplxgc
x	q	jxwhblq	jqwhblx
s	p	swvp	pwvs
g	w	qwgvf	qgwvf
t	p	ptn	tpn
r	c	gxctrzk	gxrtczk
v	g	dglvz	dvlgz
m	s	wrhdsbtczpljm	wrhdmbtczpljs
c	l	lcjwg	cljwg
g	t	mhvcgst	mhvctsg
b	f	dhbmltf	dhfmltb
n	l	bmfsdwqjnpckvzhlx	bmfsdwqjlpckvzhnx
t	h	fchzxpt	fctzxph
l	g	hglwj	hlgwj
d	l	xtmrndljhpw	xtmrnldjhpw
x	p	cpqx	cxqp
g	h	lxtwkhrgq	lxtwkgrhq
f	g	cdwtpgf	cdwtpfg
v	c	vqpkxsc	cqpkxsv
p	v	vbzwpj	pbzwvj
t	w	mtxbwjhrcfkzdnvpg	mwxbtjhrcfkzdnvpg
r	n	nzr	rzn
p	n	tzwqvpdsn	tzwqvndsp
z	n	fvtgrnczh	fvtgrzcnh
p	q	xczlqbpfv	xczlpbqfv
q	d	dmkwzspqgr	qmkwzspdgr
k	d	dkhls	kdhls
c	d	hcvpd	hdvpc
h	d	dprjhmcwg	hprjdmcwg
v	k	ghvkbtd	ghkvbtd
w	b	qwrbmjx	qbrwmjx
v	k	wbvkx	wbkvx
x	n	cqfndbmsrtlvkpjwxgz	cqfxdbmsrtlvkpjwngz
w	r	wqcgrkx	rqcgwkx
s	n	jkvbnrcst	jkvbsrcnt
c	l	pcjlnrtvsfz	pljcnrtvsfz
w	j	wfjnh	jfwnh
d	c	wdkzchlxsp	wckzdhlxsp
q	t	jzxtpq	jzxqpt
w	j	gnjstwzd	gnwstjzd
d	f	mgzdfplr	mgzfdplr
w	h	xjnwht	xjnhwt
t	n	jmnqct	jmtqcn
w	d	wljcnhrvdq	dljcnhrvwq
k	v	kcrvm	vcrkm
j	f	rgcfsj	rgcjsf
d	k	kjzhrdfgwv	djzhrkfgwv
g	n	nwvgcblh	gwvncblh
j	p	mvwdjtxkzcprnsh	mvwdptxkzcjrnsh
l	g	gtpvlh	ltpvgh
h	b	hgbs	bghs
k	n	nwhjqkzmf	kwhjqnzmf
n	v	ncmvxprl	vcmnxprl
k	w	kcwm	wckm
s	p	rfvstpd	rfvptsd
h	j	jlnh	hlnj
s	v	jvs	jsv
x	m	nxqdpkgsmj	nmqdpkgsxj
p	f	xcpfkd	xcfpkd
j	n	vfhwtprdnkcsxqmjgzbl	vfhwtprdjkcsxqmngzbl
d	v	rpdhjvw	rpvhjdw
x	b	xjnqhklgfrwb	bjnqhklgfrwx
p	w	hpwb	hwpb
f	g	zvdmbghkcf	zvdmbfhkcg
t	x	xntvkspdmb	tnxvkspdmb
g	q	blngqjd	blnqgjd
s	g	slxkgwf	glxkswf
s	r	mgkjpfcdsr	mgkjpfcdrs
w	t	fwqgnbtr	ftqgnbwr
q	v	vpqm	qpvm
n	b	vctbjgxmfn	vctnjgxmfb
z	q	txzdnkwsqcm	txqdnkwszcm
j	w	jrldw	wrldj
z	j	jrzmvgxnlwctq	zrjmvgxnlwctq
n	j	jbcznmhpg	nbczjmhpg
j	v	zvrxmfjl	zjrxmfvl
f	j	tfmksdpwbqznlgjh	tjmksdpwbqznlgfh
j	x	xkjnd	jkxnd
f	r	kwxmsqfltr	kwxmsqrltf
h	k	hkmf	khmf
x	z	xlgzw	zlgxw
n	c	rbwqndcz	rbwqcdnz
w	n	bqvlgsxhpwn	bqvlgsxhpnw
m	t	tnrjzgm	mnrjzgt
q	l	lhkmxqvd	qhkmxlvd
q	f	rsmhdcgpwfq	rsmhdcgpwqf
r	z	qtrcsfjhz	qtzcsfjhr
w	s	lmhwbrdst	lmhsbrdwt
t	j	dpljxtm	dpltxjm
v	r	xfqrv	xfqvr
k	g	sgtbpzhdkl	sktbpzhdgl
g	p	pbsnhfqgm	gbsnhfqpm
n	k	gknzxqrhsl	gnkzxqrhsl
h	p	hpsfdwcjt	phsfdwcjt
m	k	dgklnmfwvtz	dgmlnkfwvtz
x	z	thzqxw	thxqzw
w	t	twrc	wtrc
p	w	vspwc	vswpc
n	t	trwgln	nrwglt
h	n	hnv	nhv
c	f	sgfvbwhxrqndpcj	sgcvbwhxrqndpfj
w	x	bmghdxw	bmghdwx
v	p	pltvz	vltpz
d	s	srbdfqczn	drbsfqczn
h	m	mjthnvpq	hjtmnvpq
z	j	krzpjv	krjpzv
x	m	tqdvsmxknjzl	tqdvsxmknjzl
j	r	lzrjsq	lzjrsq
p	b	vdwgljbpt	vdwgljpbt
z	s	jzfs	jsfz
c	g	cmnqkgwv	gmnqkcwv
s	m	nqslbmfc	nqmlbsfc
z	c	cvhnrwdgzq	zvhnrwdgcq
b	t	mbjnzfrtd	mtjnzfrbd
h	n	hqsnz	nqshz
f	p	bnpfqlj	bnfpqlj
w	p	pjrcgkqdxtzw	wjrcgkqdxtzp
v	b	glbnvtm	glvnbtm
m	k	ckm	cmk
j	p	wqbjpklh	wqbpjklh
v	m	mpvs	vpms
f	k	fnkg	knfg
x	h	gnxjrmlfqtch	gnhjrmlfqtcx
l	q	mblpqd	mbqpld
v	j	wjbcvk	wvbcjk
n	b	lgnb	lgbn
b	q	qcrgbk	bcrgqk
d	n	sndvzmctb	sdnvzmctb
t	d	cdwtgjszv	ctwdgjszv
l	s	hlsvdwp	hslvdwp
g	n	nfzxgwkth	gfzxnwkth
g	w	dkqhwvgmx	dkqhgvwmx
f	p	zrfpw	zrpfw
q	h	fhqrpvzwxt	fqhrpvzwxt
j	s	rtjcnvkwdqsl	rtscnvkwdqjl
j	q	tjvkq	tqvkj
g	f	wgsf	wfsg
m	n	gmhwcn	gnhwcm
g	b	qxpgb	qxpbg
f	h	vrfhz	vrhfz
f	z	mwjkgqcfhz	mwjkgqczhf
t	d	jbdvt	jbtvd
r	w	lwrsjv	lrwsjv
x	z	fzcxrqptn	fxczrqptn
f	r	flstrbjpgwnxqd	rlstfbjpgwnxqd
x	v	trbvkx	trbxkv
x	s	xhcts	shctx
l	r	gptvfjlzr	gptvfjrzl
w	n	mfwngxl	mfnwgxl
l	t	dgsfcjtqlh	dgsfcjlqth
s	b	qfhbns	qfhsnb
l	t	fvwjdtzkbl	fvwjdlzkbt
j	m	xrpdlwfqmjg	xrpdlwfqjmg
s	f	rcmjfnsg	rcmjsnfg
h	w	hmlvwj	wmlvhj
t	k	lrnpwztmhxbkgc	lrnpwzkmhxbtgc
q	s	gvrdjqxs	gvrdjsxq
g	d	zvgswmqd	zvdswmqg
s	c	ckvsp	skvcp
j	c	njgvlhtzc	ncgvlhtzj
x	p	fcplxvt	fcxlpvt
k	w	kxtw	wxtk
w	p	lbswmrp	lbspmrw
g	r	vxbdcrjg	vxbdcgjr
x	s	smgztx	xmgzts
s	r	sxnjckvmzbtr	rxnjckvmzbts
j	n	gqvpjn	gqvpnj
r	z	plsvcfdjmkzr	plsvcfdjmkrz
r	d	mdrh	mrdh
r	b	rqbxjlnzshk	bqrxjlnzshk
m	k	mzftk	kzftm
l	d	brvdl	brvld
f	m	pmfxwbq	pfmxwbq
d	s	bdrmkszfqw	bsrmkdzfqw
k	t	nbkt	nbtk
h	l	lhwk	hlwk
x	d	dqx	xqd
m	k	kfm	mfk
h	z	hzkjdpsx	zhkjdpsx
c	z	fcndz	fzndc
z	x	zdtxw	xdtzw
c	m	mcl	cml
l	n	nfplhv	lfpnhv
l	x	gzxlmhd	gzlxmhd
w	h	hdgqw	wdgqh
j	w	jbwgnmxrt	wbjgnmxrt
j	c	wjpcfq	wcpjfq
r	w	nmgqwfxzr	nmgqrfxzw
s	c	xtcs	xtsc
g	r	ghwmlnzprk	rhwmlnzpgk
l	d	ldk	dlk
l	k	lkfg	klfg
w	p	tpjhbwf	twjhbpf
v	w	szxrfvw	szxrfwv
s	f	fzsb	szfb
l	d	tldgk	tdlgk
r	p	qpwrl	qrwpl
v	r	vrq	rvq
r	k	kjrtphzxcdl	rjktphzxcdl
d	v	pjdvqht	pjvdqht
m	s	kczfsm	kczfms
z	n	znrkpxfqtm	nzrkpxfqtm
q	x	sqrxz	sxrqz
c	s	rnxjkshfgmpqc	rnxjkchfgmpqs
m	r	sqxrkhnmlgdj	sqxmkhnrlgdj
b	f	wbf	wfb
t	m	shntzwrdlmgf	shnmzwrdltgf
s	h	tshbxj	thsbxj
w	k	wkcmd	kwcmd
n	b	bxjksrgqnch	nxjksrgqbch
x	w	jdhzgxmbw	jdhzgwmbx
p	m	nphm	nmhp
v	b	zvrswxcjb	zbrswxcjv
b	h	wbghzvr	whgbzvr
w	v	hbkswxmncv	hbksvxmncw
q	f	rntfgjqph	rntqgjfph
v	c	hvtcfr	hctvfr
k	v	vjhkcf	kjhvcf
p	k	mxnkphj	mxnpkhj
h	x	xgfjhqlb	hgfjxqlb
g	q	ghnq	qhng
l	d	mvrglxtd	mvrgdxtl
b	s	ltsnpb	ltbnps
b	f	cmfgwqrbv	cmbgwqrfv
p	m	mpwr	pmwr
c	g	qjzgrcs	qjzcrgs
d	r	zdhrjt	zrhdjt
c	r	fpgxrnwcdsv	fpgxcnwrdsv
t	x	sbrztkx	sbrzxkt
d	q	wfjdgqtn	wfjqgdtn
b	d	vbdm	vdbm
z	q	zlqd	qlzd
p	r	ktpmrbqfjdx	ktrmpbqfjdx
l	c	bxflqgwvcn	bxfcqgwvln
r	j	rjplhmqfdc	jrplhmqfdc
h	v	vcnzmsth	hcnzmstv
x	q	xjqgmrl	qjxgmrl
q	d	mjbpdrvlqg	mjbpqrvldg
j	c	wcjskvzg	wjcskvzg
r	d	rdz	drz
z	f	jrxfzg	jrxzfg
w	c	vwlpcnb	vclpwnb
k	t	kqtnpcj	tqknpcj
n	b	blvnz	nlvbz
l	x	xzkjdlc	lzkjdxc
k	x	bdmxjkcnvf	bdmkjxcnvf
z	w	zhjqwdm	whjqzdm
j	h	dhzkvj	djzkvh
v	c	nxfbgwtdvcpr	nxfbgwtdcvpr
p	m	wpsqm	wmsqp
v	q	jglhqvm	jglhvqm
h	z	hzsv	zhsv
p	b	plbxzvgws	blpxzvgws
t	l	tlsmp	ltsmp
g	z	rmzg	rmgz
w	z	wjcgrz	zjcgrw
b	k	bnwkrgtq	knwbrgtq
q	w	nwjzlqm	nqjzlwm
l	b	bsqzrvnlf	lsqzrvnbf
l	x	nmrsxtl	nmrsltx
k	h	ckgvfjhmnbsr	chgvfjkmnbsr
q	l	pxwqgldcs	pxwlgqdcs
r	f	gzfpjsrvn	gzrpjsfvn
w	j	xlscjmkw	xlscwmkj
r	f	frs	rfs
t	k	zckbsnldghpqwrtj	zctbsnldghpqwrkj
h	t	hvtcj	tvhcj
t	b	brkcwxstnf	trkcwxsbnf
r	c	jfpxhrcskvg	jfpxhcrskvg
q	d	zqmsrcd	zdmsrcq
j	n	nlgvjb	jlgvnb
z	d	wdxz	wzxd
l	r	vcznlqdrmj	vcznrqdlmj
r	s	drmxtgpsn	dsmxtgprn
n	x	nvxkclm	xvnkclm
h	p	rpqldhs	rhqldps
w	x	dzgxqfpmnwck	dzgwqfpmnxck
x	d	vdcgx	vxcgd
w	j	bgwzqjn	bgjzqwn
t	n	rntvb	rtnvb
w	b	hbwk	hwbk
d	n	gtspxkqzwdlnrjv	gtspxkqzwnldrjv
v	m	mkvb	vkmb
z	c	wpxhcz	wpxhzc
w	n	nbsxmw	wbsxmn
p	d	nbldptwf	nblpdtwf
b	k	mkwqb	mbwqk
p	n	tnpcvqgb	tpncvqgb
m	s	jnlhbqrfsxmd	jnlhbqrfmxsd
s	f	fdslwpvjzxghb	sdflwpvjzxghb
h	l	qhtl	qlth
f	w	mwhntlgjbfrs	mfhntlgjbwrs
m	w	mwlsz	wmlsz
m	c	vjhfcwktqmprx	vjhfmwktqcprx
m	c	pmvchzxbjq	pcvmhzxbjq
j	h	zgnpjchbklwtqm	zgnphcjbklwtqm
g	m	sjwmbfg	sjwgbfm
g	f	lrpgfkwz	lrpfgkwz
l	v	lbjwrdv	vbjwrdl
g	q	xghqk	xqhgk
g	l	tslvgbqc	tsgvlbqc
z	r	zjptlkrh	rjptlkzh
v	q	qtvzjrlbgf	vtqzjrlbgf
d	m	dgzjfsm	mgzjfsd
d	c	scdt	sdct
