input1	input2	label
c	rpxcl	rpxl
w	nwfsb	nfsb
j	hmvjtqxk	hmvtqxk
c	wthzlqgc	wthzlqg
f	lnmkbrsf	lnmkbrs
v	vjmsc	jmsc
s	tsjcdnfx	tjcdnfx
z	ptfzbk	ptfbk
d	phqstkdj	phqstkj
b	gbxqrpdjh	gxqrpdjh
v	lprvzm	lprzm
m	mdwt	dwt
q	tqlxw	tlxw
w	qkmbzwh	qkmbzh
t	sdqmhxtkw	sdqmhxkw
b	bwcqvpm	wcqvpm
k	fkndvlxcj	fndvlxcj
z	vkzlntb	vklntb
g	lzmxgr	lzmxr
d	dpnvjl	pnvjl
l	dqlbgkv	dqbgkv
w	twxc	txc
v	vgkn	gkn
j	jzf	zf
w	qthw	qth
k	rmwkjbft	rmwjbft
t	thpjkq	hpjkq
s	wqcrsjngkm	wqcrjngkm
k	clqnkgz	clqngz
z	nvzwbkfh	nvwbkfh
c	tqcxhk	tqxhk
t	lntbvq	lnbvq
g	mgsxctl	msxctl
v	hzvtjkfgc	hztjkfgc
k	kdcrnbgh	dcrnbgh
l	cmsjbzgktl	cmsjbzgkt
j	sxzrqhkvljdf	sxzrqhkvldf
k	kdxl	dxl
x	sqtzmndxlgc	sqtzmndlgc
f	vbqjrflxnckhz	vbqjrlxnckhz
b	qsmtlxrbpv	qsmtlxrpv
l	lhrknjz	hrknjz
g	qjkxgchlwnmv	qjkxchlwnmv
n	fqn	fq
w	jdmfbwt	jdmfbt
j	lkgqdpjrh	lkgqdprh
l	lqb	qb
d	tqjwdxmc	tqjwxmc
t	txcvbfmk	xcvbfmk
m	nksfgwzmj	nksfgwzj
l	cpwfdvl	cpwfdv
x	cndxqlfh	cndqlfh
p	sglnbtpz	sglnbtz
g	bsxnztjfwdhgcm	bsxnztjfwdhcm
p	dlrpjxwh	dlrjxwh
f	plqf	plq
m	fsmdnbwpzgh	fsdnbwpzgh
g	wjgnh	wjnh
f	pxntfz	pxntz
b	kwtsjbh	kwtsjh
x	vzxjm	vzjm
n	fbmnkdzcqphgjxts	fbmkdzcqphgjxts
d	rljwxhd	rljwxh
t	rmztwvdlcbq	rmzwvdlcbq
x	lzvjdckfx	lzvjdckf
z	xwqlcbhzg	xwqlcbhg
p	xclqsp	xclqs
n	pvkfxzcqnlw	pvkfxzcqlw
n	clkfnrt	clkfrt
k	kqwgzvm	qwgzvm
n	wdgjvncmrlhqst	wdgjvcmrlhqst
n	nhktjw	hktjw
m	kwbmjl	kwbjl
g	srgjnf	srjnf
g	hsgjwqrtx	hsjwqrtx
j	zjrnltm	zrnltm
h	jhmcr	jmcr
w	rkhmwpj	rkhmpj
w	wzv	zv
w	swxjr	sxjr
c	tlgcv	tlgv
w	rgcnbw	rgcnb
w	sjwlkhp	sjlkhp
t	mnztwh	mnzwh
w	jswcfkzpmbr	jscfkzpmbr
c	cxkh	xkh
b	brxsfwzhjc	rxsfwzhjc
g	gbvs	bvs
t	vwngfjrtdh	vwngfjrdh
w	vzcspw	vzcsp
z	ztfbrcqml	tfbrcqml
d	hldp	hlp
p	rbhjmgp	rbhjmg
g	djhfgwmc	djhfwmc
q	hjvqw	hjvw
g	pxgzltc	pxzltc
d	hdjwqn	hjwqn
k	lnkgwhxj	lngwhxj
j	bjs	bs
g	ldgp	ldp
t	wqcfnhlrpmkt	wqcfnhlrpmk
r	whrtkdm	whtkdm
b	pfkzbxv	pfkzxv
n	ndlsv	dlsv
w	bcwqjng	bcqjng
j	ltxvnbj	ltxvnb
l	lbfnjck	bfnjck
x	xzbgcwfjp	zbgcwfjp
d	vsd	vs
s	cnsxwzlrmf	cnxwzlrmf
f	hpqfdgv	hpqdgv
b	qbrj	qrj
n	lnpfkdzbh	lpfkdzbh
c	cvq	vq
p	zcjwsnpb	zcjwsnb
g	ngfmhrv	nfmhrv
k	rlmktbdwz	rlmtbdwz
b	vhkbrpnq	vhkrpnq
r	vdhr	vdh
b	lzxfwbdpk	lzxfwdpk
x	hqwnlxcjszbf	hqwnlcjszbf
c	mvjbfcdglx	mvjbfdglx
v	jwqvbzg	jwqbzg
v	lrcvgbt	lrcgbt
f	hgqslf	hgqsl
b	zhbdv	zhdv
s	pslrtn	plrtn
c	qchrsvmxk	qhrsvmxk
q	qtfrxsm	tfrxsm
h	hdwmtrgc	dwmtrgc
f	wcjndsmfgz	wcjndsmgz
k	kzqpsfvgmtrn	zqpsfvgmtrn
r	htmvrk	htmvk
d	vdqg	vqg
b	brwkqhjsn	rwkqhjsn
p	gdkwqvzcrhflp	gdkwqvzcrhfl
z	fgxkzsqn	fgxksqn
r	clrmtjb	clmtjb
l	jtxslwgzh	jtxswgzh
l	qgxftlc	qgxftc
m	vzkxdgrscm	vzkxdgrsc
h	fxzsh	fxzs
z	bjnszdl	bjnsdl
p	vtpwbljqk	vtwbljqk
x	jngwtscx	jngwtsc
r	mkstrnzwd	mkstnzwd
w	pcvkwq	pcvkq
l	mflw	mfw
l	hlkvxfms	hkvxfms
t	whtxldzsrp	whxldzsrp
p	glfsdkmpwq	glfsdkmwq
c	lbcdgqfrkh	lbdgqfrkh
m	cjrqbnzxmsf	cjrqbnzxsf
r	bstdrhf	bstdhf
d	dvlwfb	vlwfb
r	rflqvgzc	flqvgzc
w	hsxlmvw	hsxlmv
l	mkwhzlngqv	mkwhzngqv
n	rnvwz	rvwz
c	mctzfk	mtzfk
k	krlq	rlq
d	zjdpv	zjpv
l	xzwlv	xzwv
l	pvld	pvd
w	wxbfr	xbfr
b	bsvdzl	svdzl
g	gmtdbfncqpk	mtdbfncqpk
t	tgmwr	gmwr
g	mhkbsgpqw	mhkbspqw
k	jxfvkdw	jxfvdw
s	jzdqwsfgc	jzdqwfgc
b	fhkcqlzpwxb	fhkcqlzpwx
k	zgpsk	zgps
x	bhtxngm	bhtngm
j	rxmpzfjcvwd	rxmpzfcvwd
f	bfjz	bjz
m	xmql	xql
x	pkxq	pkq
x	rfxn	rfn
j	kgqmjdrc	kgqmdrc
p	frwbghpjmnd	frwbghjmnd
z	mdlgzt	mdlgt
l	xlwrzmt	xwrzmt
j	mfxjv	mfxv
f	tsqpcfxgmkv	tsqpcxgmkv
c	fctnh	ftnh
g	gxltcp	xltcp
g	ncrbgv	ncrbv
m	vhpnczbkjxsm	vhpnczbkjxs
k	qtmhlkjxdvzf	qtmhljxdvzf
s	qxclztjbs	qxclztjb
j	jmrfgl	mrfgl
d	zdmn	zmn
w	zpwlkjmt	zplkjmt
l	vsxklhpgrbzfdtm	vsxkhpgrbzfdtm
l	zqnjlwsdk	zqnjwsdk
z	mvzfxk	mvfxk
q	vcqdfnj	vcdfnj
t	dqxzths	dqxzhs
z	ptqbfwz	ptqbfw
s	sfxgpkld	fxgpkld
k	kflphwq	flphwq
z	nwzc	nwc
l	szl	sz
m	sjvnqltpmk	sjvnqltpk
f	xnhfsl	xnhsl
x	cgntkxp	cgntkp
g	mgxqhb	mxqhb
x	xvg	vg
j	fsxgwdkhbtjqpn	fsxgwdkhbtqpn
s	rhvptsx	rhvptx
k	xkbdm	xbdm
b	mlbpkc	mlpkc
n	lnrmj	lrmj
f	pgqskfx	pgqskx
r	bsxvrl	bsxvl
s	fsmwrcn	fmwrcn
r	lrcmznxjt	lcmznxjt
j	jbqzvsh	bqzvsh
r	zmhrncxvb	zmhncxvb
l	jlzcnx	jzcnx
n	kdfvnlzm	kdfvlzm
d	swdlk	swlk
q	xtqmr	xtmr
l	dwlxhvtgnfk	dwxhvtgnfk
g	gpmq	pmq
n	vdkjpnhfm	vdkjphfm
t	jrqt	jrq
b	btzcfgh	tzcfgh
c	rmjkpcq	rmjkpq
n	lngfcv	lgfcv
c	gwczrq	gwzrq
r	zjrvgndpcsm	zjvgndpcsm
x	xgtn	gtn
b	wqnbd	wqnd
l	kmhtxlj	kmhtxj
n	chnp	chp
m	wjlmsxd	wjlsxd
z	xsvzh	xsvh
d	tjds	tjs
f	zvhf	zvh
l	lqfbc	qfbc
m	wgmfkhxvdspj	wgfkhxvdspj
w	fmwgpd	fmgpd
b	dwnbmgzpf	dwnmgzpf
m	dms	ds
h	dbjwrszqhxglp	dbjwrszqxglp
c	sdcqpwvgm	sdqpwvgm
l	zdgxrqlc	zdgxrqc
r	rjzk	jzk
q	kpdfqvzgrh	kpdfvzgrh
h	hjlgc	jlgc
l	cln	cn
h	drwlxhbmpqn	drwlxbmpqn
x	zwxfrnk	zwfrnk
n	tcpnsk	tcpsk
x	rzxwsqglhvm	rzwsqglhvm
k	nqsbkxj	nqsbxj
k	gwqdktsx	gwqdtsx
g	nmgqdklhtp	nmqdklhtp
l	lctfhvs	ctfhvs
s	czklxrvbwsmf	czklxrvbwmf
h	pnlhcgd	pnlcgd
j	jqv	qv
v	vmfqdzlxpr	mfqdzlxpr
g	ljcwgqh	ljcwqh
g	tkmqwhgzdn	tkmqwhzdn
d	bcvldn	bcvln
l	xlh	xh
z	pbnqfchtvwzxl	pbnqfchtvwxl
m	cpjmlrv	cpjlrv
j	xhgjlf	xhglf
c	hldxsncqrmp	hldxsnqrmp
b	zshlfb	zshlf
k	crhkbjlpnzg	crhbjlpnzg
h	jqnh	jqn
n	rdlkfjwxng	rdlkfjwxg
s	gbsm	gbm
h	hdlsvn	dlsvn
r	nszqvxjdrfg	nszqvxjdfg
w	pzjgrhmwtkvqdbnl	pzjgrhmtkvqdbnl
s	lsmtbjhr	lmtbjhr
p	hbfvlmknjscqzpxrg	hbfvlmknjscqzxrg
m	fjhzm	fjhz
r	mplsbdfrcw	mplsbdfcw
h	dkvtlh	dkvtl
s	nbksrxw	nbkrxw
r	xvjrwgbcq	xvjwgbcq
b	blfmsjtwcxg	lfmsjtwcxg
c	szgjvdwhxrpcql	szgjvdwhxrpql
k	mljdkxhsb	mljdxhsb
c	kbcr	kbr
r	rcbtl	cbtl
z	hmvwzn	hmvwn
p	fcpmtkr	fcmtkr
g	gcsfwtpndl	csfwtpndl
h	tklhzr	tklzr
k	mkvqf	mvqf
b	bhmgr	hmgr
c	fmgcn	fmgn
h	hgkpqwmd	gkpqwmd
k	jqtlk	jqtl
s	slmzcgt	lmzcgt
s	kgqsrpn	kgqrpn
b	kbnflcwhsgz	knflcwhsgz
j	rjwd	rwd
f	whfgkcxvbjqn	whgkcxvbjqn
f	vgrjxmckhfpq	vgrjxmckhpq
r	rqmhfknclds	qmhfknclds
m	mzxtjhq	zxtjhq
m	mxcw	xcw
x	dmtclvjqrx	dmtclvjqr
p	ksrbpwfnqvj	ksrbwfnqvj
s	tdflrvms	tdflrvm
j	xgj	xg
d	dnwzk	nwzk
t	dthwgblq	dhwgblq
b	sxbp	sxp
w	wkq	kq
k	dxvqkzbgm	dxvqzbgm
h	tpgfvqhm	tpgfvqm
n	fnbjlq	fbjlq
r	cxvrmfglb	cxvmfglb
x	zqwcfrdx	zqwcfrd
p	msdzbxpr	msdzbxr
n	xlgbnjzfv	xlgbjzfv
m	zkhbmdvt	zkhbdvt
f	fpxq	pxq
k	xkc	xc
z	zhqwd	hqwd
w	mwrvzklfj	mrvzklfj
b	djbr	djr
s	sdgfjcn	dgfjcn
m	vcrlkmsfwbh	vcrlksfwbh
x	pcxzkl	pczkl
p	fmxjpgw	fmxjgw
l	ckrwjqfnhlp	ckrwjqfnhp
w	twlhsr	tlhsr
q	qrnslv	rnslv
s	wvsbm	wvbm
x	rxdwg	rdwg
v	tsnxjklvmczhw	tsnxjklmczhw
h	jxwmrh	jxwmr
h	mghkjq	mgkjq
k	bjvpsgkxwd	bjvpsgxwd
q	nmqrgbjslt	nmrgbjslt
w	zmrhnpwcx	zmrhnpcx
p	mwzpcrnq	mwzcrnq
q	mqlt	mlt
k	gnrjk	gnrj
g	ngctd	nctd
j	ljcg	lcg
d	wpkgmxcrdt	wpkgmxcrt
l	sptlbh	sptbh
r	hqvkpndslrbwf	hqvkpndslbwf
z	spctdgjwz	spctdgjw
q	fcqbswgn	fcbswgn
w	fwxvkzjcpq	fxvkzjcpq
p	lknpg	lkng
s	wzrcfqs	wzrcfq
d	lndqvbw	lnqvbw
q	qcs	cs
l	nwlkqhgxdr	nwkqhgxdr
b	rnqkhbdl	rnqkhdl
r	fqrhnkdwc	fqhnkdwc
n	wqpsnb	wqpsb
q	hcntbqw	hcntbw
z	mtgqvzcx	mtgqvcx
v	zlvdf	zldf
d	xprzbljcdm	xprzbljcm
m	pzmhgtn	pzhgtn
r	jxzvrb	jxzvb
q	fqtzjsv	ftzjsv
n	plknqsw	plkqsw
t	qckthxj	qckhxj
h	rfhnsm	rfnsm
r	jmvbxkrtczhlsgd	jmvbxktczhlsgd
n	xrvwntcp	xrvwtcp
j	wjzkltgbqnfxchpsdm	wzkltgbqnfxchpsdm
x	xvb	vb
r	hkqsltr	hkqslt
k	jgtck	jgtc
j	vnghxzbj	vnghxzb
f	xfcpnst	xcpnst
l	qsl	qs
d	jfktd	jfkt
f	flwjmvh	lwjmvh
f	nfdj	ndj
d	fcdzjw	fczjw
h	qlmbvxdhfc	qlmbvxdfc
n	ltmrxwsncbvz	ltmrxwscbvz
x	gjbxw	gjbw
l	dgrzql	dgrzq
z	zdgfc	dgfc
z	znjdcst	njdcst
w	fwmlkbthr	fmlkbthr
d	znktd	znkt
h	dlhk	dlk
w	cxpjwgf	cxpjgf
x	njxqc	njqc
j	svnkcjdpzxh	svnkcdpzxh
c	kcrpwf	krpwf
v	zfqnvw	zfqnw
k	skdzfrnjgch	sdzfrnjgch
v	vgqhblr	gqhblr
b	lvbjtghm	lvjtghm
m	pzmqrd	pzqrd
b	bjhdrxtl	jhdrxtl
x	wsbcxl	wsbcl
n	hfmn	hfm
x	xgrpmscjvb	grpmscjvb
q	vcpqtz	vcptz
z	zpmcj	pmcj
l	pjlhvkdcf	pjhvkdcf
x	qnxj	qnj
w	lstwzvr	lstzvr
q	bmxq	bmx
q	qpjmlrk	pjmlrk
k	hnkvs	hnvs
x	tmxwcgszlpf	tmwcgszlpf
q	sgqvjtrpmhzn	sgvjtrpmhzn
d	vmkdl	vmkl
d	zbfjvd	zbfjv
k	hvqntbscwdmzkf	hvqntbscwdmzf
m	qfnmljhd	qfnljhd
s	drs	dr
r	wrpq	wpq
t	fpwt	fpw
h	xqsvtchz	xqsvtcz
r	kvqclxrtgd	kvqclxtgd
v	pvl	pl
q	qzjnfrgkwch	zjnfrgkwch
j	mfqljk	mfqlk
k	czxtvsfdmbhk	czxtvsfdmbh
n	dcgzhxnsl	dcgzhxsl
z	rwztdnlkq	rwtdnlkq
p	cdphvfzj	cdhvfzj
n	zwdrnhjkm	zwdrhjkm
q	sqwlmzf	swlmzf
c	cshjvrtqkzpxlf	shjvrtqkzpxlf
x	nfgwtdx	nfgwtd
v	jktvwpfcghqnzsb	jktwpfcghqnzsb
b	vwb	vw
s	dsgbtzlxj	dgbtzlxj
j	wjmrdz	wmrdz
j	pjqvw	pqvw
s	cvzshrj	cvzhrj
r	pcmrjd	pcmjd
r	jfsmcbprx	jfsmcbpx
r	rbk	bk
x	ngvbphcxzmqsf	ngvbphczmqsf
d	zfdrkg	zfrkg
j	wcvjm	wcvm
n	lqhktfmjvns	lqhktfmjvs
n	qhmwnfcl	qhmwfcl
x	nslxkcfhtzjm	nslkcfhtzjm
r	wlrntbgj	wlntbgj
z	bmsz	bms
r	dxlgtzbr	dxlgtzb
s	pzxfhs	pzxfh
j	zjm	zm
q	ctlkq	ctlk
p	pmr	mr
r	vwrp	vwp
l	bmzsnflkqrthcv	bmzsnfkqrthcv
c	jcsfv	jsfv
b	zbjsvqchplfkrn	zjsvqchplfkrn
x	lfwpzhtxg	lfwpzhtg
g	gcnzjlftr	cnzjlftr
j	thljsz	thlsz
w	ftwrvhlxgzd	ftrvhlxgzd
b	xbkmvpjhwdszq	xkmvpjhwdszq
x	tkxs	tks
t	lxdstmqnv	lxdsmqnv
p	nhspqlf	nhsqlf
h	xbgqfwlnvhpkmc	xbgqfwlnvpkmc
n	bkvmxzqwfn	bkvmxzqwf
r	jlrqgkwzx	jlqgkwzx
d	dkzhmnbw	kzhmnbw
n	bndxv	bdxv
p	kdmgbcvlphfw	kdmgbcvlhfw
n	nhpm	hpm
z	kzmldbf	kmldbf
r	xrpjvkqdth	xpjvkqdth
v	wgqfdv	wgqfd
c	vtbncfxp	vtbnfxp
k	lhkx	lhx
t	rxjbmtpqnfzldcw	rxjbmpqnfzldcw
g	wtrjpzbgm	wtrjpzbm
d	ptdgsl	ptgsl
m	fpwm	fpw
r	lpfrw	lpfw
g	ldtg	ldt
g	zcqjsrgvf	zcqjsrvf
b	jzmrqb	jzmrq
r	wlsrvdzxpk	wlsvdzxpk
x	zxnjdcls	znjdcls
t	jzmkrltwdnhfqcxsgb	jzmkrlwdnhfqcxsgb
w	mkwcphfqjd	mkcphfqjd
v	vbnk	bnk
g	gkpmhr	kpmhr
x	dpntrhx	dpntrh
p	hzlcnpxqmks	hzlcnxqmks
x	rxlhpbkmzct	rlhpbkmzct
s	ltfgqbxrvs	ltfgqbxrv
q	qtmbjdzsr	tmbjdzsr
r	zmxgsjldkrhq	zmxgsjldkhq
j	gdtfcspqkj	gdtfcspqk
m	dcfrznm	dcfrzn
c	zkwrbcpq	zkwrbpq
f	wxkgmvflqz	wxkgmvlqz
p	vxptlkqcds	vxtlkqcds
f	fbgwcnqh	bgwcnqh
t	hkrtlmdw	hkrlmdw
f	fbrm	brm
b	bdls	dls
n	nkpsrh	kpsrh
h	hjlqf	jlqf
q	rhjnptlgkq	rhjnptlgk
r	hrfn	hfn
v	pgv	pg
r	przdq	pzdq
p	sfnlprcg	sfnlrcg
x	rxg	rg
z	djgtz	djgt
m	cfjm	cfj
t	qgthdbnc	qghdbnc
d	zvlpnctskjdhw	zvlpnctskjhw
c	rpvbfdthslxc	rpvbfdthslx
d	zvdrqscmj	zvrqscmj
g	hngkrpq	hnkrpq
h	wpfrjqnhdczl	wpfrjqndczl
t	qhkwbtjr	qhkwbjr
s	gswzx	gwzx
z	xcvzp	xcvp
c	clps	lps
s	cvtnsqgp	cvtnqgp
t	htn	hn
z	xfvrqlzd	xfvrqld
n	mkhfgxqnz	mkhfgxqz
k	pdxgknm	pdxgnm
k	clwvxks	clwvxs
m	cdmhlk	cdhlk
r	smlkrzwhq	smlkzwhq
m	bpqmdg	bpqdg
n	qglndrhwv	qgldrhwv
p	pcsdvbhn	csdvbhn
b	vzxbqw	vzxqw
t	dptqlzfs	dpqlzfs
j	xpmftgj	xpmftg
k	vcrzsbk	vcrzsb
m	pdtsfwhmkvnblgjzrxcq	pdtsfwhkvnblgjzrxcq
v	pxglsvb	pxglsb
c	trvmqjcdk	trvmqjdk
c	wlsbcfp	wlsbfp
m	nmzkcpgq	nzkcpgq
j	jxfn	xfn
n	ndwt	dwt
p	xrmplht	xrmlht
j	jxgvqd	xgvqd
s	ncglszj	ncglzj
f	qkgdrfp	qkgdrp
p	zvthpgnl	zvthgnl
q	sqtvmpxrn	stvmpxrn
p	pwts	wts
d	dfsqmzp	fsqmzp
s	hzsdvxl	hzdvxl
v	vwlsgkx	wlsgkx
q	wmhspnklq	wmhspnkl
b	bxzrhjgmq	xzrhjgmq
g	rdg	rd
z	zbfhxjqdmn	bfhxjqdmn
p	lpksqznvxcmb	lksqznvxcmb
f	hpfxn	hpxn
x	qkvx	qkv
l	rvdsnlzmfgt	rvdsnzmfgt
w	wxpkbrtfhc	xpkbrtfhc
l	lzkbq	zkbq
q	snrplwqhv	snrplwhv
l	lhspwj	hspwj
d	rcdwtz	rcwtz
w	xkvrzw	xkvrz
q	grxcfjqlsmbz	grxcfjlsmbz
d	lmdcfz	lmcfz
z	gvrplbjzchstwfq	gvrplbjchstwfq
b	jmbvg	jmvg
x	mhcx	mhc
r	cqhzbdsrj	cqhzbdsj
z	cfzk	cfk
p	wqbpcjmg	wqbcjmg
c	zlpwck	zlpwk
k	gkqnst	gqnst
t	cgtslzrhbj	cgslzrhbj
x	btxnwklgdpr	btnwklgdpr
d	qmdtgflc	qmtgflc
c	szlhqc	szlhq
z	rnzxhw	rnxhw
b	glbskz	glskz
q	brtqwj	brtwj
k	xktvb	xtvb
b	tkfzbxv	tkfzxv
d	btjzkfhlvdprnc	btjzkfhlvprnc
x	xtfnzqvlc	tfnzqvlc
w	nkqw	nkq
w	cpwhtbx	cphtbx
f	fpxj	pxj
p	cmpjfnr	cmjfnr
n	bswqnltxz	bswqltxz
w	wkmtxc	kmtxc
r	rwjs	wjs
j	qjs	qs
z	jzbs	jbs
s	zrbdntsxp	zrbdntxp
w	wrbk	rbk
x	kpntrjx	kpntrj
q	pwqjvx	pwjvx
k	klb	lb
r	jhpkrd	jhpkd
j	rgbjzlqchpdtm	rgbzlqchpdtm
j	jpx	px
b	fvb	fv
f	fsxg	sxg
s	bknfvs	bknfv
k	xdvk	xdv
n	wzn	wz
q	zrmtkqjb	zrmtkjb
z	zmn	mn
b	cljnkvmb	cljnkvm
l	slmr	smr
g	ldhpxrszg	ldhpxrsz
g	gqpn	qpn
m	wldzstpmv	wldzstpv
h	fdhxpvb	fdxpvb
c	kfhdcr	kfhdr
s	gmvcpwfs	gmvcpwf
h	dnthfmvj	dntfmvj
j	nhjxgdszf	nhxgdszf
c	rzncmvsdlj	rznmvsdlj
x	gxrt	grt
w	qrpw	qrp
v	vwfsn	wfsn
t	plwzkfxqt	plwzkfxq
v	cqprwbslmv	cqprwbslm
v	nmglxrtpv	nmglxrtp
d	dxszlrvc	xszlrvc
j	fvjlcdqx	fvlcdqx
w	xqhw	xqh
b	tmhkfxbl	tmhkfxl
p	spdkv	sdkv
f	qtxksjzfb	qtxksjzb
v	vzqb	zqb
f	pftdrmsx	ptdrmsx
r	rqxdlsvmbcjz	qxdlsvmbcjz
b	klshjmb	klshjm
x	jpndqsfvxgwb	jpndqsfvgwb
r	qgjdrvk	qgjdvk
s	sgxjwcrf	gxjwcrf
p	zmdgxvpjwltnk	zmdgxvjwltnk
n	nxrvdm	xrvdm
p	vpqbxkdch	vqbxkdch
h	svzhgt	svzgt
w	wbvphgdjl	bvphgdjl
v	mrqvc	mrqc
s	mst	mt
d	bvd	bv
p	lbzpchdkrn	lbzchdkrn
l	tvnlrgz	tvnrgz
z	zmvd	mvd
b	ldmhrb	ldmhr
h	lxdzfmh	lxdzfm
j	rbhkxjd	rbhkxd
q	kfjcdhpq	kfjcdhp
v	nrzmvtkf	nrzmtkf
v	rvxs	rxs
z	vzpnjt	vpnjt
l	nchqmfsbtrvl	nchqmfsbtrv
t	zqwtphxcb	zqwphxcb
s	nrstlp	nrtlp
q	ftjgqw	ftjgw
s	kpsfvtc	kpfvtc
d	qgjd	qgj
k	scmztlk	scmztl
w	rhbswzjdcq	rhbszjdcq
v	tnxcwhqfpklsdbv	tnxcwhqfpklsdb
x	qvxmjz	qvmjz
g	bqwg	bqw
c	btrdclng	btrdlng
k	dkngthvcfxjbw	dngthvcfxjbw
v	grlcfzv	grlcfz
b	jnbz	jnz
l	lnrjvcfth	nrjvcfth
v	jmwv	jmw
h	nrhjfwxmvs	nrjfwxmvs
t	sftrwpdhlz	sfrwpdhlz
f	zwfhxm	zwhxm
b	tbgmsv	tgmsv
x	bqkpjtsdxnwvc	bqkpjtsdnwvc
v	rsfqnxvc	rsfqnxc
s	spdnwqbkmjcx	pdnwqbkmjcx
s	fczstjvqmlh	fcztjvqmlh
v	hxv	hx
z	czgftml	cgftml
l	qpknlgtw	qpkngtw
v	vhtgwmd	htgwmd
b	bksfr	ksfr
g	nghkspxwj	nhkspxwj
f	jdcrfktxgm	jdcrktxgm
c	glkwhxptmjc	glkwhxptmj
m	hjkbqmgl	hjkbqgl
j	rsxjqhwp	rsxqhwp
m	mcjdh	cjdh
s	rwkcsvn	rwkcvn
k	gzksfqh	gzsfqh
v	vltqj	ltqj
j	kdflrzjmns	kdflrzmns
b	plstjqznbgcrm	plstjqzngcrm
c	xmcpzhdt	xmpzhdt
g	hgzjp	hzjp
f	dhstmcvf	dhstmcv
w	qlrgwk	qlrgk
f	dlgwfqr	dlgwqr
m	jvntmrqf	jvntrqf
j	xmcngvjqz	xmcngvqz
d	cdgbph	cgbph
p	lpjkr	ljkr
k	wlkfzghrqdn	wlfzghrqdn
k	rmvkjql	rmvjql
p	xjnpr	xjnr
z	jbstzmgfv	jbstmgfv
q	hpfdkmq	hpfdkm
v	rthgjbnvwmlxq	rthgjbnwmlxq
q	sxnlwqcthj	sxnlwcthj
z	ldzs	lds
f	xdqf	xdq
x	kxcw	kcw
l	lbwdv	bwdv
n	dmnpklbs	dmpklbs
j	qrjk	qrk
r	hjdrkz	hjdkz
n	nbq	bq
x	crftlxwvjk	crftlwvjk
p	phfjct	hfjct
s	kwfsmlh	kwfmlh
l	bgvshnl	bgvshn
l	fls	fs
z	jfmrzwg	jfmrwg
m	zwxjmdksv	zwxjdksv
h	jrmkhlpgtz	jrmklpgtz
d	fdcztxjl	fcztxjl
j	wflgbtrzdjpkqmnhscxv	wflgbtrzdpkqmnhscxv
s	xsjf	xjf
s	cshmk	chmk
d	xnwsrd	xnwsr
g	gshztk	shztk
v	nwlfbphvkgzts	nwlfbphkgzts
j	jwsrv	wsrv
w	slwdmc	sldmc
l	zmwjchl	zmwjch
t	vltq	vlq
g	jgzdlpwvfcr	jzdlpwvfcr
g	xnslhkgqctmj	xnslhkqctmj
x	hlxwz	hlwz
r	kfnglsrd	kfnglsd
z	jfqldmxz	jfqldmx
z	zjgbwqsn	jgbwqsn
d	jvmdp	jvmp
t	bdtskf	bdskf
z	wrmvzbcjk	wrmvbcjk
z	gzkhqvsbf	gkhqvsbf
w	fqjswcd	fqjscd
n	jnwzxtdp	jwzxtdp
q	drktqxc	drktxc
m	pbswzfvgm	pbswzfvg
c	gxfscj	gxfsj
j	mfvklphcxjqt	mfvklphcxqt
m	npvwgqmltc	npvwgqltc
b	bfdpgtwchqvmsl	fdpgtwchqvmsl
z	wzprnvb	wprnvb
b	tbfjnhk	tfjnhk
t	gnrxvspbtjlw	gnrxvspbjlw
d	wrgxd	wrgx
l	pcvbhlxkwj	pcvbhxkwj
n	jkgntsv	jkgtsv
v	wkvrhs	wkrhs
w	jlbftcvw	jlbftcv
g	fshwxgrmj	fshwxrmj
x	sdnbtxc	sdnbtc
l	clrxbj	crxbj
m	gmwnj	gwnj
n	cjnq	cjq
s	wxvjnsmkfdlz	wxvjnmkfdlz
v	vsb	sb
k	gkcjvxfp	gcjvxfp
c	qmhltcdz	qmhltdz
t	wqgztrdlf	wqgzrdlf
w	csbxw	csbx
r	trfvb	tfvb
f	qxdrf	qxdr
s	phnlsdb	phnldb
g	pmcsgxt	pmcsxt
f	zxbvf	zxbv
k	mwqnfbk	mwqnfb
z	dzgbw	dgbw
w	dws	ds
f	cpbgmzlxnfkhr	cpbgmzlxnkhr
j	qrfmj	qrfm
b	tbcx	tcx
k	ktdsfbn	tdsfbn
z	zmwdb	mwdb
d	sntzrdfkw	sntzrfkw
r	rvnwtjm	vnwtjm
b	lnkwxbpd	lnkwxpd
z	lzwvtc	lwvtc
c	hwpgmclrv	hwpgmlrv
n	lgnvb	lgvb
l	kmgpsnclxr	kmgpsncxr
r	qlhdsfwr	qlhdsfw
n	pvnsz	pvsz
n	rpscdmn	rpscdm
d	rtvdqpnfj	rtvqpnfj
d	dhlbrw	hlbrw
f	nfcjslpk	ncjslpk
v	dwtmqpchxkrv	dwtmqpchxkr
d	fdvgl	fvgl
d	dzn	zn
p	xspflwvgz	xsflwvgz
k	wkjdv	wjdv
n	xcgwvdlsbkfn	xcgwvdlsbkf
h	pdfbhr	pdfbr
p	mkqp	mkq
q	wjcq	wjc
d	ljgnmzkrvdpq	ljgnmzkrvpq
r	gxvtrdmzwhq	gxvtdmzwhq
x	xvmpch	vmpch
f	fxcbgpz	xcbgpz
