input1	input2	input3	label
h	e	mvhfdqgt	mvefdqgt
b	q	bkjt	qkjt
v	b	hdxvtmgk	hdxbtmgk
l	s	qwglf	qwgsf
x	x	vwdjhsgkx	vwdjhsgkx
v	b	vxgrj	bxgrj
b	v	csbjrmwdx	csvjrmwdx
j	o	tvbfjk	tvbfok
c	e	scbp	sebp
m	b	rdcfkbhmw	rdcfkbhbw
t	l	cwktpjmn	cwklpjmn
d	h	dthl	hthl
z	t	sgz	sgt
q	e	xqbtpjmzcsvd	xebtpjmzcsvd
x	z	wxjkpbl	wzjkpbl
x	h	fwcbxkdg	fwcbhkdg
f	d	mfr	mdr
f	v	xfskn	xvskn
d	j	scdlqvr	scjlqvr
b	e	lvbxkszjw	lvexkszjw
x	l	wxk	wlk
x	f	zxwvlbsjhcdq	zfwvlbsjhcdq
h	n	bnwkmdrhx	bnwkmdrnx
x	c	thfgmxsr	thfgmcsr
r	z	vtmlxrs	vtmlxzs
w	y	lbrqwc	lbrqyc
n	u	rxstn	rxstu
q	w	gqx	gwx
d	n	gfmshkxdwnt	gfmshkxnwnt
f	w	zfstrpcglmhb	zwstrpcglmhb
n	e	cbpqlzwfn	cbpqlzwfe
m	n	xprsmhzbkwf	xprsnhzbkwf
t	o	nstkdvfzwc	nsokdvfzwc
c	g	lcgt	lggt
t	f	sbntcphdzf	sbnfcphdzf
r	p	khpdrv	khpdpv
l	l	lzkg	lzkg
f	e	pvhcf	pvhce
b	z	txphkzqlcb	txphkzqlcz
r	k	krm	kkm
s	s	vgsmpn	vgsmpn
l	r	lhknsm	rhknsm
z	y	qvzlxf	qvylxf
t	c	ctfhz	ccfhz
q	p	ljqtcv	ljptcv
s	w	pszqdlfrk	pwzqdlfrk
j	n	qlj	qln
c	d	cdzgmwn	ddzgmwn
s	d	rskjq	rdkjq
q	b	qflm	bflm
k	l	zjpwlkcn	zjpwllcn
l	y	swlhr	swyhr
h	d	hxct	dxct
x	g	gnmxqb	gnmgqb
g	l	bdgpzrmkw	bdlpzrmkw
t	h	ktdfpbz	khdfpbz
j	v	frhjmd	frhvmd
d	h	fsdvlhm	fshvlhm
t	r	gnkqdvjthp	gnkqdvjrhp
k	z	mck	mcz
d	a	qzsjxpwd	qzsjxpwa
n	o	svwpnjthb	svwpojthb
d	o	tdzmvqbh	tozmvqbh
f	j	fvd	jvd
l	r	dmbvlk	dmbvrk
p	g	cmlp	cmlg
f	l	lsfzdxnvt	lslzdxnvt
k	z	fwrhkb	fwrhzb
g	n	zvtgqpkc	zvtnqpkc
m	v	sgxvcpjwzbm	sgxvcpjwzbv
g	x	rmndhfg	rmndhfx
m	l	mtvx	ltvx
z	a	mtfzr	mtfar
b	o	bkvcgsnqx	okvcgsnqx
c	c	qngxbzhcs	qngxbzhcs
l	l	vjmzlw	vjmzlw
k	u	gmkzsdt	gmuzsdt
q	k	sgjbdcpq	sgjbdcpk
t	x	fljktpsbmzrh	fljkxpsbmzrh
s	j	jkqrzmxsg	jkqrzmxjg
b	z	vlbqt	vlzqt
k	o	ftcgmhkv	ftcgmhov
p	k	gqsjpwk	gqsjkwk
r	b	srdkz	sbdkz
v	n	vzdjf	nzdjf
d	j	kcxnmvfgdqw	kcxnmvfgjqw
z	g	xlhscmzdw	xlhscmgdw
k	n	qkbprm	qnbprm
l	b	rgcfqxjl	rgcfqxjb
c	c	cfbdslhwmzpvr	cfbdslhwmzpvr
z	k	xkzlv	xkklv
t	o	tghqwkpbcrmnzv	oghqwkpbcrmnzv
b	a	bkdjt	akdjt
q	u	ftcqb	ftcub
b	f	kjbvw	kjfvw
x	x	xpwt	xpwt
f	v	qrdwfs	qrdwvs
w	d	qwpgmf	qdpgmf
h	w	twphnqjrblc	twpwnqjrblc
r	h	nrlbkqpz	nhlbkqpz
w	v	lwmzb	lvmzb
k	d	bcsfpnkx	bcsfpndx
s	n	pdksrmc	pdknrmc
b	v	bvl	vvl
x	r	srgltxm	srgltrm
b	v	bsqzfjk	vsqzfjk
p	j	zlhdcmfp	zlhdcmfj
k	s	qtfjkvbdns	qtfjsvbdns
z	u	tzksjcl	tuksjcl
j	x	jgtbmczh	xgtbmczh
w	e	pfdwnrqskv	pfdenrqskv
x	y	trcqlxkpswvd	trcqlykpswvd
b	w	gpqklcrnfdbsmv	gpqklcrnfdwsmv
b	r	wzbncjgfxslm	wzrncjgfxslm
q	z	qpnwvm	zpnwvm
k	c	rndkf	rndcf
n	o	btzprhnx	btzprhox
w	q	bzwxrlp	bzqxrlp
x	z	wtjvbhxrkpldcf	wtjvbhzrkpldcf
d	x	mtvpd	mtvpx
w	u	wgn	ugn
r	b	dvbpqrg	dvbpqbg
c	h	ctlkfxmpvrn	htlkfxmpvrn
p	p	bmjhtsp	bmjhtsp
m	v	fsmrndk	fsvrndk
x	m	kxqwrnst	kmqwrnst
g	o	sjphtgzbm	sjphtozbm
q	o	qcw	ocw
r	g	srmnlbpxjfz	sgmnlbpxjfz
n	d	bnhsp	bdhsp
b	m	snbpljcx	snmpljcx
c	l	gcf	glf
t	i	nmtsc	nmisc
r	e	ltdwr	ltdwe
f	i	fnbw	inbw
q	f	mqj	mfj
p	r	lmrkpbjwx	lmrkrbjwx
v	a	svzh	sazh
x	o	dfsxqhbgcj	dfsoqhbgcj
q	d	zmhqdflt	zmhddflt
h	z	rthbsvxfc	rtzbsvxfc
t	b	tmn	bmn
c	l	fmtwcjv	fmtwljv
s	f	bvsf	bvff
f	f	wjmqfpc	wjmqfpc
d	z	nctfd	nctfz
r	s	prdnhglf	psdnhglf
n	f	ncwtdqgh	fcwtdqgh
l	c	nlrthxwv	ncrthxwv
r	l	qxkvmlfhr	qxkvmlfhl
q	b	dwfcnlqk	dwfcnlbk
p	v	hqgmkpbfrtw	hqgmkvbfrtw
w	z	dtcqghwsrb	dtcqghzsrb
j	x	tgbjskcvw	tgbxskcvw
r	y	sqzrdw	sqzydw
p	m	zrpvlngkqs	zrmvlngkqs
n	f	rcnkxgdtsflwjp	rcfkxgdtsflwjp
k	y	kmsqlvt	ymsqlvt
q	d	mdwfqkl	mdwfdkl
c	k	dstrwlvkc	dstrwlvkk
f	q	lkpbhfd	lkpbhqd
b	q	qstbcrxmnv	qstqcrxmnv
z	f	jxtzgpcr	jxtfgpcr
m	e	npjlmhq	npjlehq
c	b	vnzpdrckfjshq	vnzpdrbkfjshq
b	z	gzrvwqtnmb	gzrvwqtnmz
h	z	kglhxjmw	kglzxjmw
g	z	lqnmrvbspg	lqnmrvbspz
b	w	qmjsczxkgb	qmjsczxkgw
c	e	jfhnzlcdp	jfhnzledp
m	c	lmw	lcw
n	b	hnjpmcq	hbjpmcq
r	d	rmqwxpshfvt	dmqwxpshfvt
r	u	jrbgxt	jubgxt
t	y	xptkl	xpykl
n	u	nfpjbhw	ufpjbhw
l	d	psbmtfgrvjld	psbmtfgrvjdd
m	c	bxzrskjm	bxzrskjc
t	v	rmgtk	rmgvk
f	j	gjhrtdpzkf	gjhrtdpzkj
d	f	xtfgdzk	xtfgfzk
b	t	mgb	mgt
p	s	vltzgcqxp	vltzgcqxs
j	q	jbc	qbc
b	b	qswlbnzmtfgh	qswlbnzmtfgh
b	a	dbc	dac
r	b	rbktj	bbktj
g	p	gqfmtrn	pqfmtrn
m	m	kqmlcznbwdfr	kqmlcznbwdfr
p	g	btxcpq	btxcgq
w	i	wbhvs	ibhvs
m	f	vhgsbmkrzt	vhgsbfkrzt
f	m	rckfmzpwjstdq	rckmmzpwjstdq
t	r	hvwjtl	hvwjrl
m	s	xvsndm	xvsnds
q	b	jrqh	jrbh
j	d	qzjgt	qzdgt
m	i	hkdsmpc	hkdsipc
s	w	swmcnbhvpr	wwmcnbhvpr
k	a	fdqzvpblcxk	fdqzvpblcxa
k	m	cktrjh	cmtrjh
h	a	hmzvt	amzvt
m	u	kmc	kuc
p	k	lztpw	lztkw
h	k	wlkh	wlkk
c	j	sfzcvxmj	sfzjvxmj
j	q	fpbxjs	fpbxqs
n	v	wlcshmzpktnvrgbfj	wlcshmzpktvvrgbfj
c	q	nhbc	nhbq
t	n	twxdgj	nwxdgj
g	j	bfmtnvdgkq	bfmtnvdjkq
d	r	grctfd	grctfr
f	m	sdvfrhlkj	sdvmrhlkj
x	r	xjhpcrzgms	rjhpcrzgms
b	l	qkzctwgmbj	qkzctwgmlj
l	t	pbwrjgzlf	pbwrjgztf
v	l	vcdlx	lcdlx
k	u	xsknf	xsunf
l	z	lhk	zhk
l	y	trmvjl	trmvjy
g	f	lvgk	lvfk
l	n	tplrz	tpnrz
l	o	nqjsgl	nqjsgo
l	y	wrdvqsljz	wrdvqsyjz
d	n	qtgnrxlpdz	qtgnrxlpnz
r	q	ftbrswlvj	ftbqswlvj
z	a	rzmv	ramv
k	c	kxzmc	cxzmc
k	f	fbxkdzmrc	fbxfdzmrc
g	h	gtkwh	htkwh
s	c	lmvdbsh	lmvdbch
w	h	kxcwljh	kxchljh
p	l	pnr	lnr
p	o	xpr	xor
s	v	hwvrs	hwvrv
q	p	dbfrlxq	dbfrlxp
q	m	qlxc	mlxc
p	v	frdtshvpn	frdtshvvn
x	h	zmfxjndclk	zmfhjndclk
x	i	xzsbjq	izsbjq
h	p	qhswv	qpswv
w	u	rqw	rqu
j	v	xnsjqfgzk	xnsvqfgzk
s	z	stq	ztq
b	b	sbwpc	sbwpc
x	e	jxbnm	jebnm
x	k	sjtcmblxqkrv	sjtcmblkqkrv
v	l	rdhvwkpljctxs	rdhlwkpljctxs
j	t	sgmjblznqpr	sgmtblznqpr
b	b	vbjgs	vbjgs
b	w	nbjpzmv	nwjpzmv
s	n	tgchksdzrxpf	tgchkndzrxpf
w	l	cwsbfk	clsbfk
j	x	xgktwdcjr	xgktwdcxr
g	e	mbgxdqc	mbexdqc
d	f	lgzbkqdr	lgzbkqfr
r	i	jtrldw	jtildw
w	h	lbdkwz	lbdkhz
s	f	sdjx	fdjx
t	j	zgqslkmjtp	zgqslkmjjp
d	q	tdfbl	tqfbl
z	o	gzckvndx	gockvndx
q	n	jbqxstzk	jbnxstzk
m	m	bmt	bmt
r	o	rlx	olx
g	s	zhgd	zhsd
n	k	rnpzwdfc	rkpzwdfc
p	w	nghbpj	nghbwj
c	l	ctx	ltx
b	i	xbdkq	xidkq
f	l	mnctxzjf	mnctxzjl
q	k	brvqf	brvkf
p	r	jwdpx	jwdrx
v	l	tfqdkvp	tfqdklp
s	n	fqpvsbwkj	fqpvnbwkj
l	p	zrvlkbn	zrvpkbn
v	v	vwbtmclpx	vwbtmclpx
m	h	lfcmq	lfchq
d	e	dzwxn	ezwxn
d	o	zctwfrdmbvgjh	zctwfrombvgjh
t	i	lstpzkrgvxf	lsipzkrgvxf
m	g	pqstflzmkj	pqstflzgkj
x	e	cbklmsvzxtd	cbklmsvzetd
z	f	vcdxbwjz	vcdxbwjf
r	u	hnrfbv	hnufbv
n	o	ncb	ocb
p	z	lxhksp	lxhksz
p	w	pjtshznrwx	wjtshznrwx
g	o	sgdtlrn	sodtlrn
x	c	xnmgr	cnmgr
h	r	dhmrlnqvpxj	drmrlnqvpxj
g	m	fgnxrq	fmnxrq
c	i	nzdlrc	nzdlri
f	u	vgft	vgut
d	w	dpk	wpk
d	e	fsvdwtgkx	fsvewtgkx
v	o	xlv	xlo
x	p	xfrkvw	pfrkvw
m	c	dsfmpgqx	dsfcpgqx
s	y	jdskwm	jdykwm
n	d	lvdnsbgqj	lvddsbgqj
b	f	mzgqpxbd	mzgqpxfd
b	l	vbkj	vlkj
f	r	nxwfqpr	nxwrqpr
c	k	cldxfjvskrmhp	kldxfjvskrmhp
l	z	tlz	tzz
x	f	qnwfzdxmlstc	qnwfzdfmlstc
l	e	fvrln	fvren
x	n	kxw	knw
k	u	dkzvrncw	duzvrncw
j	u	zsrjl	zsrul
p	c	gjphtm	gjchtm
s	f	nbklhdvms	nbklhdvmf
f	p	xjrfvn	xjrpvn
x	m	xbnrfmc	mbnrfmc
q	y	jxcqmvzh	jxcymvzh
h	r	bxsthlpg	bxstrlpg
z	n	cfmszxjtl	cfmsnxjtl
j	m	qpnjcw	qpnmcw
r	r	hvbrnw	hvbrnw
v	a	qrbmwgv	qrbmwga
b	a	zbqj	zaqj
t	n	ptxhnrzd	pnxhnrzd
x	z	kpfvsdrnqxgtmw	kpfvsdrnqzgtmw
j	c	jcg	ccg
m	a	svgmbn	svgabn
z	g	jrtnzbhsg	jrtngbhsg
j	j	jnk	jnk
r	f	trzw	tfzw
k	p	kvnrljw	pvnrljw
w	y	mvqw	mvqy
c	x	wtxcdjprsb	wtxxdjprsb
d	v	kjmvxsld	kjmvxslv
t	j	wxrvmntgb	wxrvmnjgb
x	s	mfxhwg	mfshwg
p	w	pbl	wbl
x	c	xmszkjqpw	cmszkjqpw
k	a	nsqgkb	nsqgab
k	x	mxrjpkz	mxrjpxz
n	p	jntr	jptr
h	p	xhpntd	xppntd
x	j	prdfxkvqhtg	prdfjkvqhtg
w	p	vcmqwxtp	vcmqpxtp
v	t	whnvcd	whntcd
l	z	bfsdpzl	bfsdpzz
f	u	qlmkwftx	qlmkwutx
r	w	rmxhvfsn	wmxhvfsn
g	w	gtnwvplcxkrf	wtnwvplcxkrf
p	l	fpjtvl	fljtvl
c	k	bhszpjcq	bhszpjkq
q	p	bdfjkqm	bdfjkpm
q	b	ngdtqr	ngdtbr
g	d	tdrnhqg	tdrnhqd
l	v	jrlwmnzx	jrvwmnzx
t	m	qgjtvnf	qgjmvnf
j	e	hcpjwxlfmk	hcpewxlfmk
s	x	dsrzqtpn	dxrzqtpn
q	m	vwq	vwm
l	f	cjslbt	cjsfbt
v	w	vfmwr	wfmwr
s	w	hgqsv	hgqwv
z	e	dzkfsb	dekfsb
z	t	fkdmzt	fkdmtt
f	k	pgftj	pgktj
b	f	hlqmwvkjrnxzsb	hlqmwvkjrnxzsf
l	u	qnhslxjvw	qnhsuxjvw
f	t	vlfthswx	vltthswx
g	q	zvhdg	zvhdq
s	h	zgptqwxkblrshmdncj	zgptqwxkblrhhmdncj
p	b	vlpjrxgwcm	vlbjrxgwcm
m	q	szvrmklx	szvrqklx
c	z	jdmklzc	jdmklzz
n	h	bjnrt	bjhrt
d	f	ctpvnhzjfdm	ctpvnhzjffm
l	d	bspzlnvxmhdg	bspzdnvxmhdg
x	p	ndxmksr	ndpmksr
l	r	mlbrdnqjc	mrbrdnqjc
z	j	kjzslt	kjjslt
p	d	rtdmp	rtdmd
q	c	pqkzhwnvcd	pckzhwnvcd
d	r	hkfgpldxr	hkfgplrxr
g	j	bdfxptg	bdfxptj
w	v	bqxvjwpf	bqxvjvpf
x	m	mqlxgkb	mqlmgkb
s	k	srj	krj
p	g	tgpfdwlqkh	tggfdwlqkh
s	x	jwsnq	jwxnq
w	e	wlkghjqvdp	elkghjqvdp
c	g	tcxbrdsg	tgxbrdsg
p	n	pqhdj	nqhdj
f	p	lrnsfz	lrnspz
l	n	hdlwctf	hdnwctf
g	w	psztgk	psztwk
l	f	nkzhl	nkzhf
v	y	dzfvkgctp	dzfykgctp
g	y	jkcwrgdq	jkcwrydq
n	t	hqkcn	hqkct
p	c	tplgs	tclgs
b	t	wbtxlpmhgj	wttxlpmhgj
j	b	drpflkjg	drpflkbg
f	b	prndfvsgjxb	prndbvsgjxb
t	h	wpmlrdgtvn	wpmlrdghvn
c	t	qrfhxdcmb	qrfhxdtmb
z	f	zxbt	fxbt
m	t	hmvpw	htvpw
p	y	cbxwjshvkp	cbxwjshvky
c	i	qczbkfh	qizbkfh
f	s	jhbgtpkfdqclw	jhbgtpksdqclw
t	s	ztrs	zsrs
d	z	nsvdzf	nsvzzf
n	x	nsmkzcf	xsmkzcf
p	p	vkgtlfscrpm	vkgtlfscrpm
r	w	zjrf	zjwf
d	j	dwgslf	jwgslf
l	e	dljf	dejf
x	v	hxmpgc	hvmpgc
m	f	rvlgnjmh	rvlgnjfh
x	h	nvwmhxdplgzrsf	nvwmhhdplgzrsf
m	s	hxglqcpmdf	hxglqcpsdf
c	m	dgpwjqscbmtv	dgpwjqsmbmtv
d	e	xkdzhv	xkezhv
g	u	vmqrfblgn	vmqrfblun
z	m	vzfcp	vmfcp
h	o	djhzk	djozk
n	e	xnzh	xezh
l	s	ngchlqr	ngchsqr
f	z	wblmhzvfj	wblmhzvzj
v	o	gwbrkhjfptvx	gwbrkhjfptox
f	u	flm	ulm
j	o	xtlj	xtlo
k	a	zlbvqghkr	zlbvqghar
w	w	zrwv	zrwv
w	r	wtmfvrc	rtmfvrc
p	p	nspzcxtdg	nspzcxtdg
p	x	czvmbdxwprn	czvmbdxwxrn
l	v	wclnm	wcvnm
s	d	ksfbgznxtq	kdfbgznxtq
w	g	rwg	rgg
q	j	ndjqghtf	ndjjghtf
k	i	bsxwrfptcnk	bsxwrfptcni
t	x	hxdfcbt	hxdfcbx
k	i	knljhd	inljhd
l	b	rpblvsqfthwc	rpbbvsqfthwc
m	h	mrqs	hrqs
j	b	rqswjcgf	rqswbcgf
r	m	hkrsfdj	hkmsfdj
b	p	wbvfhnqr	wpvfhnqr
l	g	njltswqb	njgtswqb
b	y	tbxkcwznh	tyxkcwznh
p	z	xtghpjvsmnc	xtghzjvsmnc
n	a	lxbhjrntc	lxbhjratc
t	d	tkj	dkj
q	j	qcmsxbh	jcmsxbh
q	g	fdzghcrtxq	fdzghcrtxg
z	w	bnz	bnw
r	q	drqv	dqqv
r	f	pfzlgrm	pfzlgfm
j	v	hpnfcktzjqlw	hpnfcktzvqlw
l	s	wnjzrglp	wnjzrgsp
s	z	hdtbzjkps	hdtbzjkpz
f	z	khwlsrqbfn	khwlsrqbzn
b	x	scwbm	scwxm
d	u	jbdqx	jbuqx
r	g	rjpnvgxbl	gjpnvgxbl
c	o	xcflmz	xoflmz
n	i	mszqchtwn	mszqchtwi
s	y	xjqnhksgbdz	xjqnhkygbdz
z	b	pszlv	psblv
n	l	sxqlznkwmf	sxqlzlkwmf
g	i	hcgstwmrdxfzlv	hcistwmrdxfzlv
p	h	hpl	hhl
p	o	qpdwxfmbgjc	qodwxfmbgjc
s	m	mbjptvhszf	mbjptvhmzf
x	b	xjtcvrlh	bjtcvrlh
q	y	bgcfql	bgcfyl
l	i	pdmcgbl	pdmcgbi
j	l	zvhwcfjkd	zvhwcflkd
r	n	ptfrsdnh	ptfnsdnh
t	i	lrhfbtmqj	lrhfbimqj
m	r	hrmnflpz	hrrnflpz
t	b	swrqcpbzdlhnfmt	swrqcpbzdlhnfmb
h	r	pbfqmhg	pbfqmrg
p	h	tknwp	tknwh
k	w	hwfk	hwfw
n	w	rdtgqpn	rdtgqpw
k	c	jxnkv	jxncv
v	d	hwmrfsv	hwmrfsd
h	j	zfhkxd	zfjkxd
d	r	dkvx	rkvx
l	j	xjl	xjj
c	b	jkrztchdqpmsb	jkrztbhdqpmsb
d	j	qdtp	qjtp
s	x	tmpnshdjg	tmpnxhdjg
w	l	cwjf	cljf
n	q	hsnc	hsqc
j	u	nqkj	nqku
g	d	ngrptdkj	ndrptdkj
j	d	jkchlrq	dkchlrq
b	y	nzvlb	nzvly
w	b	xpntwzsbdh	xpntbzsbdh
g	p	gmnjf	pmnjf
j	j	xtrbpj	xtrbpj
h	s	blvpwfhd	blvpwfsd
w	q	flwsqzgjtmnh	flqsqzgjtmnh
h	c	bplqnszgdxchtm	bplqnszgdxcctm
j	x	djpx	dxpx
j	k	wpsgfjv	wpsgfkv
s	u	xsnfbl	xunfbl
b	p	nxszvjkbg	nxszvjkpg
n	v	cdznpxm	cdzvpxm
c	k	tvnscg	tvnskg
k	d	jmckl	jmcdl
t	h	kqwmpcvrt	kqwmpcvrh
j	l	jsk	lsk
g	h	dtvg	dtvh
s	o	sqrblzkgn	oqrblzkgn
l	u	bwjnplxsqk	bwjnpuxsqk
j	q	pvj	pvq
m	w	lngmdqxrvc	lngwdqxrvc
f	v	dqlpwkzbf	dqlpwkzbv
w	r	khwpx	khrpx
r	m	rjgkdlxhzsnct	mjgkdlxhzsnct
z	c	jrnzhqsvx	jrnchqsvx
c	y	rxngwcqvlf	rxngwyqvlf
d	j	xfd	xfj
h	h	hnxzqb	hnxzqb
w	t	rmw	rmt
g	h	pjzlgsw	pjzlhsw
v	f	shxtvr	shxtfr
j	a	jsdpmckgnxbv	asdpmckgnxbv
p	n	cwsxnpjmr	cwsxnnjmr
n	z	kvzndxjl	kvzzdxjl
n	j	hnjz	hjjz
k	v	dnwcxkhs	dnwcxvhs
c	g	cnlgxbvmsdp	gnlgxbvmsdp
f	n	qjckfxh	qjcknxh
w	j	kjprvqszwt	kjprvqszjt
m	n	ftngvms	ftngvns
b	l	tlzbxgdhsv	tlzlxgdhsv
t	k	tvsxnc	kvsxnc
w	w	jpgmldnxscvqw	jpgmldnxscvqw
p	g	dptf	dgtf
q	c	vdbnqtk	vdbnctk
j	m	kjwr	kmwr
w	d	mqgpwb	mqgpdb
r	m	jszrxtdkwmf	jszmxtdkwmf
p	t	szrpm	szrtm
z	z	zhqwmnjstdrc	zhqwmnjstdrc
z	s	rgzhbcfjlvxm	rgshbcfjlvxm
x	y	mlxjd	mlyjd
l	i	bwzgsflctj	bwzgsfictj
z	m	tscnlmzqb	tscnlmmqb
f	b	bthzgdpfk	bthzgdpbk
c	v	xmjqgwfrkc	xmjqgwfrkv
q	k	tqbz	tkbz
v	r	pndlchgjxv	pndlchgjxr
v	r	mtvwc	mtrwc
x	b	vgxn	vgbn
w	p	zcfw	zcfp
x	w	jplkhnsxm	jplkhnswm
n	w	cnfxvwt	cwfxvwt
s	o	nghbsq	nghboq
t	l	wcjtfhm	wcjlfhm
b	b	vtgfkbsh	vtgfkbsh
g	l	hmkgbnjwt	hmklbnjwt
z	y	bxzlkhmf	bxylkhmf
g	f	kxgq	kxfq
d	y	dxp	yxp
r	e	dwkmvrhj	dwkmvehj
d	v	cdf	cvf
v	q	ntqwlxrvds	ntqwlxrqds
r	x	cvzrxd	cvzxxd
b	m	gzbqswkcjd	gzmqswkcjd
x	b	fqcslxb	fqcslbb
z	s	ltz	lts
b	u	vshdtnplbcmr	vshdtnplucmr
w	v	zwn	zvn
b	c	bncwtjszkp	cncwtjszkp
t	n	btwqczxn	bnwqczxn
j	c	dsjxnp	dscxnp
h	c	wvh	wvc
m	c	mvpfl	cvpfl
p	s	dnqjvpxthckz	dnqjvsxthckz
g	i	dqwvblxmpstzgnfc	dqwvblxmpstzinfc
f	j	vfqxsrwlgjh	vjqxsrwlgjh
b	a	bxdf	axdf
j	s	jbr	sbr
b	z	bzh	zzh
v	a	gvsn	gasn
b	c	zrqnbvmgdkjwlp	zrqncvmgdkjwlp
f	m	lfdkqmzjc	lmdkqmzjc
l	r	lcbrdskvpw	rcbrdskvpw
v	x	mztwrvsh	mztwrxsh
d	e	drvhxj	ervhxj
v	x	fmxvtbj	fmxxtbj
x	e	vtshlqx	vtshlqe
p	h	hpr	hhr
t	g	xtsplrhj	xgsplrhj
h	v	czftxphlq	czftxpvlq
g	c	vlsghczjx	vlschczjx
v	a	tvgmqprjwnzfd	tagmqprjwnzfd
r	t	jrms	jtms
c	r	djqhxpkc	djqhxpkr
w	g	xvcprjndw	xvcprjndg
s	u	dnqwjbmkszfh	dnqwjbmkuzfh
x	n	flzx	flzn
d	f	dlrp	flrp
w	n	wjm	njm
z	n	ktphzv	ktphnv
r	e	vtrj	vtej
p	i	bznpcs	bznics
m	s	ctzvkrwqmbnhx	ctzvkrwqsbnhx
q	o	rgsfnjxmwbqz	rgsfnjxmwboz
f	n	djrzhfl	djrzhnl
c	k	svjhxcnwgl	svjhxknwgl
k	v	qdwrbmpnxklfz	qdwrbmpnxvlfz
g	e	jdg	jde
t	o	jvftr	jvfor
x	e	gwzpxlh	gwzpelh
h	z	cvjhb	cvjzb
h	f	nfxhcpdg	nfxfcpdg
c	a	wcl	wal
z	k	cxlzh	cxlkh
m	v	znlqrsgwjpm	znlqrsgwjpv
t	q	lct	lcq
n	t	npdhclb	tpdhclb
k	i	zsfwcpklqdnjx	zsfwcpilqdnjx
j	k	cnjk	cnkk
n	h	vnpkrf	vhpkrf
h	j	zbpth	zbptj
x	k	mcxpzqjhgvl	mckpzqjhgvl
v	a	nbwpv	nbwpa
h	s	hgpxzjnk	sgpxzjnk
x	n	bnrsxpmjvlz	bnrsnpmjvlz
g	b	gfwbjqkd	bfwbjqkd
m	m	lmjgknsrhp	lmjgknsrhp
g	h	kgrhpnm	khrhpnm
s	g	qdmbjcs	qdmbjcg
s	n	cxsbr	cxnbr
k	t	rdlzkw	rdlztw
m	i	fjmpqc	fjipqc
k	p	lgxsdkpb	lgxsdppb
b	c	glbrnkph	glcrnkph
q	f	fqbpx	ffbpx
w	g	tlszkmgwjfd	tlszkmggjfd
x	y	scmxkfd	scmykfd
q	o	bwxfqjc	bwxfojc
n	c	sxgcvwpjdmnk	sxgcvwpjdmck
w	u	vzwrxpc	vzurxpc
g	h	lhbjcmgd	lhbjcmhd
w	n	zdngqkrlw	zdngqkrln
w	k	qljhmws	qljhmks
c	n	xcwzkhjdtsg	xnwzkhjdtsg
x	m	xfhl	mfhl
x	x	vwbgrjsxp	vwbgrjsxp
l	w	zlwpmx	zwwpmx
x	d	dzxp	dzdp
k	f	dzkgwnrqt	dzfgwnrqt
z	b	jbztdhcns	jbbtdhcns
m	l	zwlhbntsm	zwlhbntsl
p	d	lkvqpchw	lkvqdchw
v	k	tvkpwrfc	tkkpwrfc
r	z	gtlrpfnwdj	gtlzpfnwdj
w	h	wfzclknmpd	hfzclknmpd
l	d	fjvhmclrgsdn	fjvhmcdrgsdn
j	u	dszbfthlqwrcxjgn	dszbfthlqwrcxugn
t	i	jtfwczqmg	jifwczqmg
w	u	rwbhsml	rubhsml
s	d	sdmfrcn	ddmfrcn
p	a	krncxmvdzplg	krncxmvdzalg
m	f	tmdpsnrk	tfdpsnrk
l	u	qplfdk	qpufdk
n	w	tjqkn	tjqkw
l	k	dmvxl	dmvxk
c	m	slcwk	slmwk
m	g	rcpstmlqkx	rcpstglqkx
m	w	wktxm	wktxw
m	u	rbkgjhm	rbkgjhu
b	t	shbfx	shtfx
f	z	stlrphbfn	stlrphbzn
b	e	pxctkdrb	pxctkdre
p	m	xhpjw	xhmjw
x	m	tvswxd	tvswmd
g	p	tdhbgwkc	tdhbpwkc
m	u	kmvh	kuvh
l	s	wgtld	wgtsd
d	p	ptcjfdrx	ptcjfprx
p	f	zhmkpjv	zhmkfjv
x	k	xqmntrh	kqmntrh
d	t	tdkv	ttkv
n	j	gfnw	gfjw
v	t	ghrzjxvwsqc	ghrzjxtwsqc
n	u	nrxkj	urxkj
t	s	phqktlvwmxsbznfgdr	phqkslvwmxsbznfgdr
j	c	xsplwjkz	xsplwckz
d	f	fcxdjb	fcxfjb
g	o	bgzlqd	bozlqd
f	m	xwktsf	xwktsm
q	y	hzxwmqvg	hzxwmyvg
t	l	thzngfk	lhzngfk
p	n	ftcp	ftcn
d	o	lzrmdh	lzrmoh
z	w	wszkrn	wswkrn
f	i	zrsflb	zrsilb
m	y	fzsvmq	fzsvyq
v	o	gwxjvrhkc	gwxjorhkc
f	w	nfp	nwp
j	j	crntjwm	crntjwm
k	k	xvrpqngk	xvrpqngk
x	g	jtcvrxp	jtcvrgp
f	s	jwmfxlgv	jwmsxlgv
b	r	hfzbr	hfzrr
n	s	tjnxlg	tjsxlg
k	b	hbcwkpr	hbcwbpr
t	i	kpbvt	kpbvi
k	l	wjk	wjl
p	n	wpnz	wnnz
x	c	jprkxhsblzwm	jprkchsblzwm
l	j	qlhdgmpsvxr	qjhdgmpsvxr
w	x	hrnwgszt	hrnxgszt
k	r	kvsmwhz	rvsmwhz
t	z	tzhsqkfvlxp	zzhsqkfvlxp
g	y	gnhztwcr	ynhztwcr
j	f	jkw	fkw
